"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"04.05.2019","Metropolitanos",3,,"Dep. Tachira",0,,"Primera Division"
"04.05.2019","Dep. Anzoategui",2,,"Atl. Venezuela",1,,"Primera Division"
"03.05.2019","Puerto Cabello",2,,"Lara",0,,"Primera Division"
"03.05.2019","Aragua",0,,"Zamora",2,,"Primera Division"
"01.05.2019","Zulia",0,,"Monagas",0,,"Primera Division"
"29.04.2019","Zamora",2,,"Dep. Tachira",2,,"Primera Division"
"28.04.2019","Lara",1,,"Aragua",2,,"Primera Division"
"28.04.2019","Atl. Venezuela",1,,"Mineros",1,,"Primera Division"
"28.04.2019","La Guaira",6,,"Trujillanos",0,,"Primera Division"
"28.04.2019","Llaneros",3,,"Puerto Cabello",2,,"Primera Division"
"28.04.2019","Estudiantes Caracas",2,,"Monagas",2,,"Primera Division"
"27.04.2019","AC Lala FC",3,,"Zulia",3,,"Primera Division"
"27.04.2019","Carabobo",0,,"Estudiantes Merida",0,,"Primera Division"
"27.04.2019","Portuguesa",1,,"Caracas",1,,"Primera Division"
"27.04.2019","Dep. Anzoategui",0,,"Metropolitanos",1,,"Primera Division"
"25.04.2019","Lara",1,,"Estudiantes Caracas",1,,"Primera Division"
"22.04.2019","Puerto Cabello",3,,"La Guaira",3,,"Primera Division"
"21.04.2019","Caracas",0,,"Carabobo",2,,"Primera Division"
"21.04.2019","Dep. Tachira",3,,"Lara",1,,"Primera Division"
"21.04.2019","Aragua",2,,"Llaneros",0,,"Primera Division"
"21.04.2019","Estudiantes Merida",4,,"Estudiantes Caracas",0,,"Primera Division"
"21.04.2019","Mineros",3,,"Dep. Anzoategui",2,,"Primera Division"
"21.04.2019","Monagas",2,,"Atl. Venezuela",1,,"Primera Division"
"21.04.2019","Trujillanos",1,,"AC Lala FC",2,,"Primera Division"
"21.04.2019","Zulia",1,,"Portuguesa",1,,"Primera Division"
"20.04.2019","Metropolitanos",2,,"Zamora",1,,"Primera Division"
"18.04.2019","AC Lala FC",2,,"La Guaira",1,,"Primera Division"
"18.04.2019","Atl. Venezuela",1,,"Dep. Tachira",0,,"Primera Division"
"18.04.2019","Estudiantes Merida",4,,"Zulia",0,,"Primera Division"
"17.04.2019","Carabobo",2,,"Lara",1,,"Primera Division"
"17.04.2019","Caracas",1,,"Metropolitanos",0,,"Primera Division"
"17.04.2019","Mineros",1,,"Puerto Cabello",2,,"Primera Division"
"17.04.2019","Portuguesa",2,,"Llaneros",2,,"Primera Division"
"17.04.2019","Dep. Anzoategui",3,,"Aragua",1,,"Primera Division"
"17.04.2019","Estudiantes Caracas",1,,"Zamora",0,,"Primera Division"
"14.04.2019","Atl. Venezuela",1,,"Estudiantes Merida",1,,"Primera Division"
"14.04.2019","La Guaira",0,,"Aragua",0,,"Primera Division"
"14.04.2019","Lara",3,,"Zamora",0,,"Primera Division"
"14.04.2019","Mineros",1,,"Metropolitanos",0,,"Primera Division"
"14.04.2019","Estudiantes Caracas",0,,"Caracas",3,,"Primera Division"
"14.04.2019","Llaneros",1,,"Dep. Tachira",3,,"Primera Division"
"13.04.2019","AC Lala FC",3,,"Puerto Cabello",1,,"Primera Division"
"13.04.2019","Portuguesa",2,,"Trujillanos",2,,"Primera Division"
"13.04.2019","Dep. Anzoategui",3,,"Monagas",2,,"Primera Division"
"12.04.2019","Carabobo",3,,"Zulia",1,,"Primera Division"
"10.04.2019","Mineros",1,,"Estudiantes Merida",0,,"Primera Division"
"07.04.2019","Dep. Tachira",2,,"La Guaira",1,,"Primera Division"
"07.04.2019","Caracas",2,,"Atl. Venezuela",2,,"Primera Division"
"07.04.2019","Estudiantes Merida",2,,"Dep. Anzoategui",1,,"Primera Division"
"07.04.2019","Monagas",2,,"Mineros",1,,"Primera Division"
"07.04.2019","Puerto Cabello",2,,"Portuguesa",0,,"Primera Division"
"07.04.2019","Trujillanos",0,,"Carabobo",3,,"Primera Division"
"07.04.2019","Zulia",1,,"Estudiantes Caracas",1,,"Primera Division"
"06.04.2019","Aragua",2,,"AC Lala FC",0,,"Primera Division"
"06.04.2019","Metropolitanos",0,,"Lara",0,,"Primera Division"
"04.04.2019","Carabobo",1,,"Puerto Cabello",1,,"Primera Division"
"04.04.2019","Atl. Venezuela",0,,"Zulia",0,,"Primera Division"
"03.04.2019","AC Lala FC",1,,"Dep. Tachira",0,,"Primera Division"
"03.04.2019","La Guaira",4,,"Zamora",0,,"Primera Division"
"03.04.2019","Monagas",1,,"Metropolitanos",1,,"Primera Division"
"03.04.2019","Portuguesa",1,,"Aragua",1,,"Primera Division"
"03.04.2019","Dep. Anzoategui",0,,"Caracas",3,,"Primera Division"
"03.04.2019","Estudiantes Caracas",1,,"Trujillanos",2,,"Primera Division"
"03.04.2019","Llaneros",2,,"Lara",3,,"Primera Division"
"31.03.2019","Dep. Tachira",3,,"Portuguesa",1,,"Primera Division"
"31.03.2019","Estudiantes Merida",1,,"Monagas",0,,"Primera Division"
"31.03.2019","Lara",1,,"La Guaira",1,,"Primera Division"
"31.03.2019","Metropolitanos",2,,"Llaneros",2,,"Primera Division"
"31.03.2019","Puerto Cabello",4,,"Estudiantes Caracas",3,,"Primera Division"
"31.03.2019","Trujillanos",1,,"Atl. Venezuela",3,,"Primera Division"
"31.03.2019","Zulia",1,,"Dep. Anzoategui",0,,"Primera Division"
"30.03.2019","Aragua",0,,"Carabobo",0,,"Primera Division"
"30.03.2019","Caracas",4,,"Mineros",2,,"Primera Division"
"30.03.2019","Zamora",1,,"AC Lala FC",1,,"Primera Division"
"27.03.2019","Zamora",3,,"Llaneros",0,,"Primera Division"
"27.03.2019","Monagas",2,,"Trujillanos",1,,"Primera Division"
"24.03.2019","Monagas",1,,"Caracas",1,,"Primera Division"
"24.03.2019","Estudiantes Merida",3,,"Metropolitanos",0,,"Primera Division"
"24.03.2019","La Guaira",5,,"Llaneros",2,,"Primera Division"
"24.03.2019","Mineros",1,,"Zulia",1,,"Primera Division"
"24.03.2019","Atl. Venezuela",0,,"Puerto Cabello",0,,"Primera Division"
"24.03.2019","Estudiantes Caracas",1,,"Aragua",2,,"Primera Division"
"23.03.2019","Portuguesa",0,,"Zamora",1,,"Primera Division"
"23.03.2019","AC Lala FC",2,,"Lara",3,,"Primera Division"
"23.03.2019","Carabobo",2,,"Dep. Tachira",1,,"Primera Division"
"23.03.2019","Dep. Anzoategui",1,,"Trujillanos",3,,"Primera Division"
"20.03.2019","Dep. Tachira",3,,"Estudiantes Caracas",2,,"Primera Division"
"20.03.2019","Aragua",0,,"Atl. Venezuela",3,,"Primera Division"
"20.03.2019","Caracas",1,,"Estudiantes Merida",0,,"Primera Division"
"20.03.2019","Puerto Cabello",1,,"Dep. Anzoategui",3,,"Primera Division"
"20.03.2019","Lara",1,,"Portuguesa",1,,"Primera Division"
"20.03.2019","Zamora",1,,"Carabobo",0,,"Primera Division"
"20.03.2019","Llaneros",1,,"AC Lala FC",2,,"Primera Division"
"20.03.2019","Trujillanos",0,,"Mineros",3,,"Primera Division"
"19.03.2019","Metropolitanos",0,,"La Guaira",0,,"Primera Division"
"11.03.2019","Metropolitanos",4,,"AC Lala FC",0,,"Primera Division"
"10.03.2019","Zulia",0,,"Caracas",0,,"Primera Division"
"10.03.2019","Dep. Tachira",3,,"Dep. Anzoategui",0,,"Primera Division"
"10.03.2019","La Guaira",2,,"Portuguesa",0,,"Primera Division"
"10.03.2019","Puerto Cabello",4,,"Monagas",0,,"Primera Division"
"10.03.2019","Trujillanos",0,,"Estudiantes Merida",1,,"Primera Division"
"10.03.2019","Llaneros",1,,"Carabobo",2,,"Primera Division"
"09.03.2019","Aragua",2,,"Mineros",0,,"Primera Division"
"08.03.2019","Zamora",3,,"Atl. Venezuela",3,,"Primera Division"
"03.03.2019","Estudiantes Merida",1,,"Puerto Cabello",1,,"Primera Division"
"03.03.2019","Monagas",0,,"Aragua",1,,"Primera Division"
"03.03.2019","Zulia",0,,"Metropolitanos",2,,"Primera Division"
"03.03.2019","Mineros",1,,"Dep. Tachira",0,,"Primera Division"
"03.03.2019","Atl. Venezuela",0,,"Lara",0,,"Primera Division"
"03.03.2019","Estudiantes Caracas",3,,"Llaneros",2,,"Primera Division"
"02.03.2019","Portuguesa",0,,"AC Lala FC",0,,"Primera Division"
"02.03.2019","Caracas",1,,"Trujillanos",0,,"Primera Division"
"02.03.2019","Carabobo",3,,"La Guaira",1,,"Primera Division"
"02.03.2019","Dep. Anzoategui",0,,"Zamora",0,,"Primera Division"
"24.02.2019","Puerto Cabello",1,,"Caracas",0,,"Primera Division"
"24.02.2019","Zamora",3,,"Mineros",0,,"Primera Division"
"24.02.2019","Lara",3,,"Dep. Anzoategui",0,,"Primera Division"
"24.02.2019","La Guaira",3,,"Estudiantes Caracas",0,,"Primera Division"
"24.02.2019","Trujillanos",1,,"Zulia",2,,"Primera Division"
"24.02.2019","Llaneros",2,,"Atl. Venezuela",2,,"Primera Division"
"23.02.2019","Aragua",0,,"Estudiantes Merida",0,,"Primera Division"
"23.02.2019","Metropolitanos",0,,"Portuguesa",3,,"Primera Division"
"23.02.2019","AC Lala FC",1,,"Carabobo",2,,"Primera Division"
"22.02.2019","Dep. Tachira",0,,"Monagas",0,,"Primera Division"
"20.02.2019","Carabobo",1,,"Atl. Venezuela",0,,"Primera Division"
"18.02.2019","Monagas",2,,"Zamora",0,,"Primera Division"
"17.02.2019","Estudiantes Merida",2,,"Dep. Tachira",1,,"Primera Division"
"17.02.2019","Zulia",2,,"Puerto Cabello",1,,"Primera Division"
"17.02.2019","Mineros",1,,"Lara",0,,"Primera Division"
"17.02.2019","Trujillanos",0,,"Metropolitanos",2,,"Primera Division"
"17.02.2019","Atl. Venezuela",0,,"La Guaira",2,,"Primera Division"
"17.02.2019","Estudiantes Caracas",0,,"AC Lala FC",0,,"Primera Division"
"16.02.2019","Caracas",1,,"Aragua",1,,"Primera Division"
"16.02.2019","Carabobo",2,,"Portuguesa",1,,"Primera Division"
"16.02.2019","Dep. Anzoategui",2,,"Llaneros",3,,"Primera Division"
"10.02.2019","Puerto Cabello",1,,"Trujillanos",1,,"Primera Division"
"10.02.2019","Dep. Tachira",2,,"Caracas",1,,"Primera Division"
"10.02.2019","La Guaira",1,,"Dep. Anzoategui",0,,"Primera Division"
"10.02.2019","Llaneros",3,,"Mineros",3,,"Primera Division"
"09.02.2019","Zamora",1,,"Estudiantes Merida",0,,"Primera Division"
"09.02.2019","Portuguesa",1,,"Estudiantes Caracas",2,,"Primera Division"
"09.02.2019","Aragua",0,,"Zulia",0,,"Primera Division"
"09.02.2019","Lara",2,,"Monagas",0,,"Primera Division"
"09.02.2019","Metropolitanos",2,,"Carabobo",1,,"Primera Division"
"09.02.2019","AC Lala FC",2,,"Atl. Venezuela",3,,"Primera Division"
"03.02.2019","Puerto Cabello",1,,"Metropolitanos",1,,"Primera Division"
"03.02.2019","Monagas",3,,"Llaneros",0,,"Primera Division"
"03.02.2019","Estudiantes Merida",1,,"Lara",1,,"Primera Division"
"03.02.2019","Mineros",2,,"La Guaira",1,,"Primera Division"
"03.02.2019","Zulia",1,,"Dep. Tachira",0,,"Primera Division"
"03.02.2019","Atl. Venezuela",1,,"Portuguesa",1,,"Primera Division"
"03.02.2019","Trujillanos",2,,"Aragua",1,,"Primera Division"
"03.02.2019","Estudiantes Caracas",0,,"Carabobo",1,,"Primera Division"
"02.02.2019","Dep. Anzoategui",0,,"AC Lala FC",0,,"Primera Division"
"01.02.2019","Caracas",3,,"Zamora",0,,"Primera Division"
"28.01.2019","Llaneros",0,,"Estudiantes Merida",0,,"Primera Division"
"27.01.2019","Zamora",4,,"Zulia",1,,"Primera Division"
"27.01.2019","Lara",0,,"Caracas",1,,"Primera Division"
"27.01.2019","Dep. Tachira",2,,"Trujillanos",1,,"Primera Division"
"27.01.2019","Metropolitanos",1,,"Estudiantes Caracas",2,,"Primera Division"
"26.01.2019","Portuguesa",2,,"Dep. Anzoategui",1,,"Primera Division"
"26.01.2019","Aragua",2,,"Puerto Cabello",1,,"Primera Division"
"26.01.2019","AC Lala FC",0,,"Mineros",5,,"Primera Division"
"26.01.2019","La Guaira",2,,"Monagas",3,,"Primera Division"
"05.12.2018","Zamora",4,,"Lara",0,,"Primera Division"
"02.12.2018","Lara",1,,"Zamora",1,,"Primera Division"
"25.11.2018","La Guaira",0,,"Lara",1,,"Primera Division"
"18.11.2018","Lara",0,,"La Guaira",0,,"Primera Division"
"15.11.2018","La Guaira",3,,"Dep. Tachira",1,,"Primera Division"
"15.11.2018","Lara",2,,"Caracas",0,,"Primera Division"
"11.11.2018","Dep. Tachira",1,,"La Guaira",0,,"Primera Division"
"11.11.2018","Caracas",1,,"Lara",1,,"Primera Division"
"08.11.2018","Monagas",1,,"Caracas",2,,"Primera Division"
"08.11.2018","Lara",1,,"Trujillanos",0,,"Primera Division"
"07.11.2018","Dep. Tachira",3,,"Estudiantes Merida",1,,"Primera Division"
"07.11.2018","La Guaira",3,,"Zamora",1,,"Primera Division"
"04.11.2018","Caracas",2,,"Monagas",2,,"Primera Division"
"04.11.2018","Trujillanos",2,,"Lara",1,,"Primera Division"
"03.11.2018","Zamora",1,,"La Guaira",0,,"Primera Division"
"03.11.2018","Estudiantes Merida",0,,"Dep. Tachira",0,,"Primera Division"
"28.10.2018","Atl. Venezuela",0,,"Caracas",1,,"Primera Division"
"28.10.2018","Carabobo",0,,"Trujillanos",1,,"Primera Division"
"28.10.2018","Dep. Tachira",1,,"Mineros",4,,"Primera Division"
"28.10.2018","Estudiantes Caracas",3,,"Estudiantes Merida",2,,"Primera Division"
"28.10.2018","La Guaira",0,,"Dep. Anzoategui",0,,"Primera Division"
"28.10.2018","Lara",2,,"Metropolitanos",1,,"Primera Division"
"28.10.2018","Monagas",2,,"Portuguesa",0,,"Primera Division"
"28.10.2018","Zamora",1,,"Aragua",0,,"Primera Division"
"28.10.2018","Zulia",1,,"Puerto Cabello",1,,"Primera Division"
"21.10.2018","Aragua",0,,"Zulia",2,,"Primera Division"
"21.10.2018","Caracas",2,,"Zamora",2,,"Primera Division"
"21.10.2018","Dep. Anzoategui",2,,"Lara",1,,"Primera Division"
"21.10.2018","Estudiantes Merida",3,,"Atl. Venezuela",1,,"Primera Division"
"21.10.2018","Metropolitanos",2,,"Monagas",0,,"Primera Division"
"21.10.2018","Mineros",1,,"La Guaira",1,,"Primera Division"
"21.10.2018","Portuguesa",1,,"Carabobo",0,,"Primera Division"
"21.10.2018","Puerto Cabello",0,,"Dep. Tachira",0,,"Primera Division"
"21.10.2018","Trujillanos",4,,"Estudiantes Caracas",1,,"Primera Division"
"18.10.2018","Zamora",1,,"Estudiantes Merida",1,,"Primera Division"
"18.10.2018","Atl. Venezuela",3,,"Trujillanos",0,,"Primera Division"
"17.10.2018","Carabobo",1,,"Metropolitanos",0,,"Primera Division"
"17.10.2018","Monagas",1,,"Dep. Anzoategui",1,,"Primera Division"
"17.10.2018","Dep. Tachira",3,,"Aragua",1,,"Primera Division"
"17.10.2018","Lara",0,,"Mineros",0,,"Primera Division"
"17.10.2018","Zulia",2,,"Caracas",3,,"Primera Division"
"17.10.2018","Estudiantes Caracas",1,,"Portuguesa",0,,"Primera Division"
"17.10.2018","La Guaira",3,,"Puerto Cabello",2,,"Primera Division"
"14.10.2018","La Guaira",1,,"Caracas",2,,"Primera Division"
"11.10.2018","Caracas",0,,"Carabobo",3,,"Primera Division"
"08.10.2018","Caracas",1,,"Dep. Tachira",1,,"Primera Division"
"07.10.2018","Mineros",1,,"Monagas",2,,"Primera Division"
"07.10.2018","Estudiantes Merida",1,,"Zulia",1,,"Primera Division"
"07.10.2018","Trujillanos",2,,"Zamora",0,,"Primera Division"
"07.10.2018","Aragua",1,,"La Guaira",2,,"Primera Division"
"06.10.2018","Portuguesa",1,,"Atl. Venezuela",3,,"Primera Division"
"06.10.2018","Dep. Anzoategui",1,,"Carabobo",0,,"Primera Division"
"06.10.2018","Puerto Cabello",2,,"Lara",2,,"Primera Division"
"06.10.2018","Metropolitanos",0,,"Estudiantes Caracas",1,,"Primera Division"
"30.09.2018","Dep. Tachira",2,,"Estudiantes Merida",3,,"Primera Division"
"30.09.2018","Monagas",2,,"Puerto Cabello",1,,"Primera Division"
"30.09.2018","Lara",2,,"Aragua",0,,"Primera Division"
"30.09.2018","Zulia",2,,"Trujillanos",2,,"Primera Division"
"30.09.2018","Atl. Venezuela",2,,"Metropolitanos",1,,"Primera Division"
"30.09.2018","Estudiantes Caracas",3,,"Dep. Anzoategui",2,,"Primera Division"
"29.09.2018","Zamora",4,,"Portuguesa",1,,"Primera Division"
"29.09.2018","Carabobo",0,,"Mineros",0,,"Primera Division"
"27.09.2018","Caracas",0,,"Lara",1,,"Primera Division"
"26.09.2018","Mineros",3,,"Estudiantes Caracas",0,,"Primera Division"
"26.09.2018","Puerto Cabello",2,,"Carabobo",2,,"Primera Division"
"26.09.2018","Estudiantes Merida",1,,"La Guaira",2,,"Primera Division"
"26.09.2018","Portuguesa",2,,"Zulia",1,,"Primera Division"
"26.09.2018","Aragua",0,,"Monagas",1,,"Primera Division"
"26.09.2018","Dep. Anzoategui",1,,"Atl. Venezuela",1,,"Primera Division"
"26.09.2018","Metropolitanos",1,,"Zamora",0,,"Primera Division"
"26.09.2018","Trujillanos",0,,"Dep. Tachira",1,,"Primera Division"
"23.09.2018","Lara",2,,"Estudiantes Merida",2,,"Primera Division"
"23.09.2018","Zamora",1,,"Dep. Anzoategui",2,,"Primera Division"
"23.09.2018","Monagas",2,,"Caracas",0,,"Primera Division"
"23.09.2018","Estudiantes Caracas",1,,"Puerto Cabello",1,,"Primera Division"
"23.09.2018","Zulia",5,,"Metropolitanos",0,,"Primera Division"
"23.09.2018","Atl. Venezuela",2,,"Mineros",2,,"Primera Division"
"23.09.2018","Dep. Tachira",3,,"Portuguesa",0,,"Primera Division"
"23.09.2018","La Guaira",2,,"Trujillanos",2,,"Primera Division"
"22.09.2018","Carabobo",0,,"Aragua",0,,"Primera Division"
"19.09.2018","Mineros",2,,"Zamora",2,,"Primera Division"
"19.09.2018","Puerto Cabello",0,,"Atl. Venezuela",2,,"Primera Division"
"19.09.2018","Estudiantes Merida",1,,"Monagas",1,,"Primera Division"
"19.09.2018","Portuguesa",1,,"La Guaira",2,,"Primera Division"
"19.09.2018","Aragua",0,,"Estudiantes Caracas",0,,"Primera Division"
"19.09.2018","Dep. Anzoategui",0,,"Zulia",2,,"Primera Division"
"19.09.2018","Trujillanos",1,,"Lara",0,,"Primera Division"
"19.09.2018","Metropolitanos",0,,"Dep. Tachira",3,,"Primera Division"
"16.09.2018","Lara",1,,"Estudiantes Caracas",0,,"Primera Division"
"16.09.2018","Zulia",0,,"Mineros",1,,"Primera Division"
"16.09.2018","Trujillanos",1,,"Estudiantes Merida",1,,"Primera Division"
"16.09.2018","Dep. Tachira",1,,"Zamora",1,,"Primera Division"
"16.09.2018","Metropolitanos",0,,"Aragua",2,,"Primera Division"
"16.09.2018","La Guaira",2,,"Atl. Venezuela",1,,"Primera Division"
"15.09.2018","Monagas",3,,"Carabobo",0,,"Primera Division"
"15.09.2018","Portuguesa",1,,"Caracas",2,,"Primera Division"
"15.09.2018","Dep. Anzoategui",2,,"Puerto Cabello",1,,"Primera Division"
"12.09.2018","Caracas",2,,"Trujillanos",0,,"Primera Division"
"05.09.2018","Portuguesa",1,,"Trujillanos",2,,"Primera Division"
"02.09.2018","Puerto Cabello",2,,"Mineros",2,,"Primera Division"
"02.09.2018","Zamora",2,,"Zulia",1,,"Primera Division"
"02.09.2018","Carabobo",0,,"Lara",2,,"Primera Division"
"02.09.2018","Caracas",3,,"Metropolitanos",0,,"Primera Division"
"02.09.2018","Estudiantes Merida",2,,"Portuguesa",1,,"Primera Division"
"02.09.2018","Atl. Venezuela",0,,"Dep. Tachira",0,,"Primera Division"
"01.09.2018","Monagas",1,,"Trujillanos",1,,"Primera Division"
"01.09.2018","Aragua",0,,"Dep. Anzoategui",0,,"Primera Division"
"01.09.2018","Estudiantes Caracas",2,,"La Guaira",3,,"Primera Division"
"26.08.2018","Lara",1,,"Monagas",1,,"Primera Division"
"26.08.2018","Dep. Tachira",3,,"Estudiantes Caracas",1,,"Primera Division"
"26.08.2018","Mineros",1,,"Aragua",0,,"Primera Division"
"26.08.2018","Zulia",3,,"Atl. Venezuela",1,,"Primera Division"
"26.08.2018","Metropolitanos",0,,"Estudiantes Merida",1,,"Primera Division"
"26.08.2018","La Guaira",2,,"Carabobo",1,,"Primera Division"
"25.08.2018","Puerto Cabello",2,,"Zamora",1,,"Primera Division"
"25.08.2018","Dep. Anzoategui",1,,"Caracas",2,,"Primera Division"
"22.08.2018","Estudiantes Merida",2,,"Dep. Anzoategui",0,,"Primera Division"
"22.08.2018","Monagas",2,,"La Guaira",3,,"Primera Division"
"22.08.2018","Aragua",0,,"Puerto Cabello",0,,"Primera Division"
