"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"13.10.2018","Atenas",2,,"Rampla Juniors",2,,"Primera Division"
"13.10.2018","Penarol",2,,"Fenix",0,,"Primera Division"
"07.10.2018","Rampla Juniors",1,,"Penarol",0,,"Primera Division"
"07.10.2018","Fenix",2,,"Boston River",1,,"Primera Division"
"07.10.2018","Racing Montevideo",2,,"River Plate",1,,"Primera Division"
"07.10.2018","Danubio",0,,"CA Cerro",0,,"Primera Division"
"06.10.2018","CA Torque",1,,"Atenas",1,,"Primera Division"
"06.10.2018","Defensor Sp.",3,,"Wanderers",0,,"Primera Division"
"06.10.2018","Progreso",1,,"Liverpool M.",1,,"Primera Division"
"03.10.2018","Liverpool M.",1,,"Nacional",2,,"Primera Division"
"23.09.2018","Wanderers",3,,"Progreso",2,,"Primera Division"
"23.09.2018","Boston River",0,,"Rampla Juniors",0,,"Primera Division"
"23.09.2018","CA Cerro",1,,"Racing Montevideo",2,,"Primera Division"
"23.09.2018","Penarol",1,,"CA Torque",1,,"Primera Division"
"23.09.2018","River Plate",3,,"Defensor Sp.",2,,"Primera Division"
"22.09.2018","Atenas",0,,"Danubio",0,,"Primera Division"
"16.09.2018","Defensor Sp.",2,,"Racing Montevideo",1,,"Primera Division"
"16.09.2018","Atenas",0,,"CA Cerro",1,,"Primera Division"
"16.09.2018","Danubio",0,,"Penarol",2,,"Primera Division"
"16.09.2018","Fenix",0,,"Liverpool M.",0,,"Primera Division"
"16.09.2018","Progreso",2,,"River Plate",2,,"Primera Division"
"15.09.2018","Nacional",1,,"Wanderers",3,,"Primera Division"
"15.09.2018","CA Torque",3,,"Boston River",2,,"Primera Division"
"09.09.2018","Boston River",0,,"Danubio",0,,"Primera Division"
"09.09.2018","Liverpool M.",2,,"Rampla Juniors",0,,"Primera Division"
"09.09.2018","Racing Montevideo",2,,"Progreso",0,,"Primera Division"
"09.09.2018","River Plate",0,,"Nacional",0,,"Primera Division"
"08.09.2018","Wanderers",1,,"Fenix",1,,"Primera Division"
"08.09.2018","Penarol",2,,"Atenas",0,,"Primera Division"
"08.09.2018","CA Cerro",1,,"Defensor Sp.",1,,"Primera Division"
"02.09.2018","Penarol",3,,"CA Cerro",2,,"Primera Division"
"02.09.2018","Atenas",1,,"Boston River",0,,"Primera Division"
"02.09.2018","CA Torque",2,,"Liverpool M.",2,,"Primera Division"
"02.09.2018","Progreso",0,,"Defensor Sp.",0,,"Primera Division"
"01.09.2018","Nacional",1,,"Racing Montevideo",0,,"Primera Division"
"01.09.2018","Fenix",1,,"River Plate",3,,"Primera Division"
"01.09.2018","Rampla Juniors",0,,"Wanderers",1,,"Primera Division"
"26.08.2018","Defensor Sp.",2,,"Nacional",0,,"Primera Division"
"26.08.2018","Liverpool M.",3,,"Danubio",0,,"Primera Division"
"26.08.2018","River Plate",3,,"Rampla Juniors",4,,"Primera Division"
"26.08.2018","Wanderers",1,,"CA Torque",0,,"Primera Division"
"26.08.2018","Boston River",1,,"Penarol",2,,"Primera Division"
"25.08.2018","CA Cerro",5,,"Progreso",2,,"Primera Division"
"25.08.2018","Racing Montevideo",2,,"Fenix",1,,"Primera Division"
"19.08.2018","Nacional",1,,"Progreso",0,,"Primera Division"
"19.08.2018","Boston River",2,,"CA Cerro",3,,"Primera Division"
"19.08.2018","CA Torque",3,,"River Plate",0,,"Primera Division"
"19.08.2018","Fenix",1,,"Defensor Sp.",2,,"Primera Division"
"19.08.2018","Rampla Juniors",2,,"Racing Montevideo",0,,"Primera Division"
"18.08.2018","Atenas",0,,"Liverpool M.",1,,"Primera Division"
"18.08.2018","Danubio",2,,"Wanderers",2,,"Primera Division"
"12.08.2018","Defensor Sp.",2,,"Rampla Juniors",2,,"Primera Division"
"12.08.2018","Liverpool M.",2,,"Penarol",4,,"Primera Division"
"12.08.2018","River Plate",1,,"Danubio",2,,"Primera Division"
"12.08.2018","Progreso",1,,"Fenix",0,,"Primera Division"
"11.08.2018","CA Cerro",1,,"Nacional",2,,"Primera Division"
"11.08.2018","Racing Montevideo",0,,"CA Torque",1,,"Primera Division"
"11.08.2018","Wanderers",2,,"Atenas",2,,"Primera Division"
"05.08.2018","CA Torque",0,,"Defensor Sp.",0,,"Primera Division"
"05.08.2018","Boston River",1,,"Liverpool M.",0,,"Primera Division"
"05.08.2018","Fenix",0,,"Nacional",3,,"Primera Division"
"05.08.2018","Rampla Juniors",1,,"Progreso",2,,"Primera Division"
"04.08.2018","Penarol",3,,"Wanderers",0,,"Primera Division"
"04.08.2018","Atenas",1,,"River Plate",1,,"Primera Division"
"04.08.2018","Danubio",1,,"Racing Montevideo",1,,"Primera Division"
"29.07.2018","CA Cerro",0,,"Fenix",5,,"Primera Division"
"29.07.2018","Racing Montevideo",0,,"Atenas",0,,"Primera Division"
"29.07.2018","River Plate",0,,"Penarol",1,,"Primera Division"
"29.07.2018","Wanderers",3,,"Boston River",1,,"Primera Division"
"28.07.2018","Nacional",2,,"Rampla Juniors",1,,"Primera Division"
"28.07.2018","Defensor Sp.",1,,"Danubio",2,,"Primera Division"
"28.07.2018","Progreso",3,,"CA Torque",1,,"Primera Division"
"22.07.2018","Nacional",3,,"CA Torque",2,,"Primera Division"
"22.07.2018","Atenas",2,,"Defensor Sp.",5,,"Primera Division"
"22.07.2018","Danubio",2,,"Progreso",2,,"Primera Division"
"22.07.2018","Rampla Juniors",1,,"Fenix",0,,"Primera Division"
"21.07.2018","Penarol",1,,"Racing Montevideo",1,,"Primera Division"
"21.07.2018","Boston River",2,,"River Plate",3,,"Primera Division"
"21.07.2018","Liverpool M.",1,,"CA Cerro",1,,"Primera Division"
"10.06.2018","Nacional",3,,"CA Torque",2,,"Primera Division"
"07.06.2018","Atenas",1,,"Boston River",0,,"Primera Division"
"07.06.2018","Defensor Sp.",1,,"Penarol",3,,"Primera Division"
"07.06.2018","Progreso",0,,"CA Torque",2,,"Primera Division"
"06.06.2018","CA Cerro",0,,"Racing Montevideo",0,,"Primera Division"
"06.06.2018","Danubio",0,,"Nacional",2,,"Primera Division"
"06.06.2018","Liverpool M.",2,,"Rampla Juniors",1,,"Primera Division"
"06.06.2018","Wanderers",0,,"Fenix",1,,"Primera Division"
"03.06.2018","CA Torque",1,,"Defensor Sp.",0,,"Primera Division"
"03.06.2018","Atenas",1,,"River Plate",1,,"Primera Division"
"03.06.2018","Boston River",0,,"Progreso",0,,"Primera Division"
"03.06.2018","Wanderers",1,,"Liverpool M.",0,,"Primera Division"
"03.06.2018","Fenix",1,,"CA Cerro",1,,"Primera Division"
"02.06.2018","Racing Montevideo",0,,"Danubio",2,,"Primera Division"
"02.06.2018","Rampla Juniors",0,,"Nacional",2,,"Primera Division"
"31.05.2018","Penarol",3,,"CA Torque",4,,"Primera Division"
"31.05.2018","CA Cerro",2,,"Wanderers",1,,"Primera Division"
"31.05.2018","Liverpool M.",3,,"Fenix",1,,"Primera Division"
"31.05.2018","Progreso",1,,"Atenas",1,,"Primera Division"
"30.05.2018","Nacional",5,,"Racing Montevideo",0,,"Primera Division"
"30.05.2018","Danubio",4,,"Rampla Juniors",1,,"Primera Division"
"30.05.2018","River Plate",1,,"Boston River",0,,"Primera Division"
"27.05.2018","CA Cerro",1,,"Liverpool M.",1,,"Primera Division"
"27.05.2018","Boston River",1,,"Defensor Sp.",2,,"Primera Division"
"27.05.2018","Progreso",0,,"River Plate",0,,"Primera Division"
"27.05.2018","Wanderers",1,,"Nacional",4,,"Primera Division"
"26.05.2018","Atenas",1,,"Penarol",2,,"Primera Division"
"26.05.2018","Fenix",2,,"Danubio",2,,"Primera Division"
"26.05.2018","Racing Montevideo",1,,"Rampla Juniors",2,,"Primera Division"
"23.05.2018","Penarol",3,,"Boston River",0,,"Primera Division"
"20.05.2018","Penarol",6,,"River Plate",0,,"Primera Division"
"20.05.2018","Racing Montevideo",1,,"Fenix",0,,"Primera Division"
"20.05.2018","Danubio",0,,"CA Cerro",2,,"Primera Division"
"19.05.2018","Nacional",1,,"Liverpool M.",1,,"Primera Division"
"19.05.2018","CA Torque",0,,"Boston River",1,,"Primera Division"
"19.05.2018","Defensor Sp.",1,,"Progreso",0,,"Primera Division"
"19.05.2018","Rampla Juniors",2,,"Wanderers",3,,"Primera Division"
"16.05.2018","Danubio",0,,"Wanderers",2,,"Primera Division"
"13.05.2018","CA Cerro",2,,"Nacional",2,,"Primera Division"
"13.05.2018","Liverpool M.",3,,"Danubio",4,,"Primera Division"
"13.05.2018","Wanderers",0,,"Racing Montevideo",1,,"Primera Division"
"13.05.2018","Fenix",1,,"Rampla Juniors",3,,"Primera Division"
"12.05.2018","Atenas",0,,"CA Torque",1,,"Primera Division"
"12.05.2018","Progreso",4,,"Penarol",3,,"Primera Division"
"12.05.2018","River Plate",1,,"Defensor Sp.",0,,"Primera Division"
"10.05.2018","Racing Montevideo",2,,"Liverpool M.",0,,"Primera Division"
"10.05.2018","Rampla Juniors",0,,"CA Cerro",1,,"Primera Division"
"09.05.2018","Nacional",3,,"Fenix",1,,"Primera Division"
"09.05.2018","CA Torque",2,,"River Plate",2,,"Primera Division"
"09.05.2018","Defensor Sp.",0,,"Atenas",2,,"Primera Division"
"06.05.2018","Boston River",2,,"Racing Montevideo",1,,"Primera Division"
"06.05.2018","CA Cerro",2,,"Rampla Juniors",0,,"Primera Division"
"06.05.2018","Liverpool M.",2,,"Wanderers",0,,"Primera Division"
"05.05.2018","Atenas",0,,"Progreso",6,,"Primera Division"
"05.05.2018","CA Torque",0,,"Fenix",2,,"Primera Division"
"05.05.2018","Danubio",1,,"Nacional",2,,"Primera Division"
"05.05.2018","Penarol",4,,"Defensor Sp.",1,,"Primera Division"
"05.05.2018","Defensor Sp.",2,,"Boston River",1,,"Primera Division"
"30.04.2018","Progreso",0,,"Penarol",1,,"Primera Division"
"29.04.2018","Rampla Juniors",2,,"CA Torque",1,,"Primera Division"
"29.04.2018","River Plate",5,,"Liverpool M.",0,,"Primera Division"
"29.04.2018","Nacional",2,,"Atenas",1,,"Primera Division"
"28.04.2018","Fenix",0,,"Danubio",1,,"Primera Division"
"28.04.2018","Wanderers",0,,"CA Cerro",1,,"Primera Division"
"28.04.2018","Boston River",3,,"Progreso",2,,"Primera Division"
"28.04.2018","Penarol",1,,"Nacional",1,,"Primera Division"
"22.04.2018","Atenas",3,,"Fenix",1,,"Primera Division"
"22.04.2018","CA Cerro",1,,"CA Torque",1,,"Primera Division"
"22.04.2018","Liverpool M.",2,,"Racing Montevideo",1,,"Primera Division"
"21.04.2018","Wanderers",0,,"River Plate",3,,"Primera Division"
"21.04.2018","Danubio",3,,"Rampla Juniors",1,,"Primera Division"
"21.04.2018","Nacional",1,,"Boston River",0,,"Primera Division"
"21.04.2018","CA Torque",0,,"Danubio",3,,"Primera Division"
"21.04.2018","Racing Montevideo",2,,"Wanderers",3,,"Primera Division"
"15.04.2018","Rampla Juniors",1,,"Atenas",1,,"Primera Division"
"15.04.2018","Fenix",0,,"Penarol",3,,"Primera Division"
"15.04.2018","River Plate",1,,"CA Cerro",1,,"Primera Division"
"15.04.2018","Defensor Sp.",1,,"Liverpool M.",0,,"Primera Division"
"14.04.2018","Penarol",2,,"Rampla Juniors",1,,"Primera Division"
"14.04.2018","Liverpool M.",1,,"Progreso",1,,"Primera Division"
"14.04.2018","River Plate",1,,"Racing Montevideo",1,,"Primera Division"
"13.04.2018","Wanderers",1,,"Defensor Sp.",2,,"Primera Division"
"08.04.2018","Atenas",2,,"CA Torque",0,,"Primera Division"
"08.04.2018","CA Cerro",3,,"Danubio",2,,"Primera Division"
"08.04.2018","Boston River",0,,"Fenix",3,,"Primera Division"
"08.04.2018","Danubio",5,,"Atenas",0,,"Primera Division"
"07.04.2018","Defensor Sp.",5,,"River Plate",2,,"Primera Division"
"07.04.2018","Racing Montevideo",1,,"CA Cerro",2,,"Primera Division"
"06.04.2018","CA Torque",2,,"Penarol",0,,"Primera Division"
"01.04.2018","Progreso",0,,"Wanderers",1,,"Primera Division"
"01.04.2018","Rampla Juniors",0,,"Boston River",0,,"Primera Division"
"01.04.2018","Nacional",0,,"Liverpool M.",0,,"Primera Division"
"31.03.2018","Boston River",1,,"CA Torque",1,,"Primera Division"
"31.03.2018","Liverpool M.",1,,"Fenix",2,,"Primera Division"
"31.03.2018","Racing Montevideo",2,,"Defensor Sp.",2,,"Primera Division"
"31.03.2018","River Plate",4,,"Progreso",2,,"Primera Division"
"31.03.2018","Wanderers",0,,"Nacional",2,,"Primera Division"
"28.03.2018","Penarol",1,,"Danubio",1,,"Primera Division"
"28.03.2018","CA Cerro",1,,"Atenas",0,,"Primera Division"
"28.03.2018","Nacional",1,,"River Plate",0,,"Primera Division"
"28.03.2018","Progreso",3,,"Racing Montevideo",0,,"Primera Division"
"28.03.2018","Rampla Juniors",1,,"Liverpool M.",2,,"Primera Division"
"28.03.2018","Atenas",0,,"Penarol",2,,"Primera Division"
"27.03.2018","Danubio",0,,"Boston River",0,,"Primera Division"
"27.03.2018","Defensor Sp.",2,,"CA Cerro",1,,"Primera Division"
"25.03.2018","Fenix",1,,"Wanderers",1,,"Primera Division"
"25.03.2018","Liverpool M.",1,,"CA Torque",0,,"Primera Division"
"25.03.2018","Racing Montevideo",0,,"Nacional",1,,"Primera Division"
"24.03.2018","Boston River",1,,"Atenas",0,,"Primera Division"
"24.03.2018","CA Cerro",0,,"Penarol",3,,"Primera Division"
"24.03.2018","Defensor Sp.",1,,"Progreso",1,,"Primera Division"
"24.03.2018","River Plate",2,,"Fenix",1,,"Primera Division"
"24.03.2018","Wanderers",1,,"Rampla Juniors",1,,"Primera Division"
"22.03.2018","CA Torque",1,,"Wanderers",2,,"Primera Division"
"22.03.2018","Fenix",0,,"Racing Montevideo",1,,"Primera Division"
