date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
10.08.2019,Ceara,4,,Chapecoense-SC,1,,Serie A
10.08.2019,Sao Paulo,3,,Santos,2,,Serie A
07.08.2019,Corinthians,2,,Goias,0,,Serie A
05.08.2019,Gremio,3,,Chapecoense-SC,3,,Serie A
04.08.2019,Atletico-MG,2,,Cruzeiro,0,,Serie A
04.08.2019,Corinthians,1,,Palmeiras,1,,Serie A
04.08.2019,Vasco,0,,CSA,0,,Serie A
04.08.2019,Avai,0,,Botafogo RJ,2,,Serie A
04.08.2019,Bahia,3,,Flamengo RJ,0,,Serie A
04.08.2019,Santos,6,,Goias,1,,Serie A
03.08.2019,Ceara,2,,Fortaleza,1,,Serie A
03.08.2019,Fluminense,2,,Internacional,1,,Serie A
29.07.2019,CSA,0,,Gremio,0,,Serie A
28.07.2019,Fortaleza,1,,Corinthians,3,,Serie A
28.07.2019,Goias,0,,Atletico-MG,0,,Serie A
28.07.2019,Flamengo RJ,3,,Botafogo RJ,2,,Serie A
28.07.2019,Santos,3,,Avai,1,,Serie A
28.07.2019,Chapecoense-SC,0,,Bahia,0,,Serie A
27.07.2019,Cruzeiro,0,,Athletico-PR,2,,Serie A
27.07.2019,Fluminense,1,,Sao Paulo,2,,Serie A
27.07.2019,Internacional,1,,Ceara,0,,Serie A
27.07.2019,Palmeiras,1,,Vasco,1,,Serie A
22.07.2019,Sao Paulo,4,,Chapecoense-SC,0,,Serie A
21.07.2019,Avai,0,,Goias,0,,Serie A
21.07.2019,Atletico-MG,2,,Fortaleza,2,,Serie A
21.07.2019,Corinthians,1,,Flamengo RJ,1,,Serie A
21.07.2019,Botafogo RJ,0,,Santos,1,,Serie A
20.07.2019,Ceara,2,,Palmeiras,0,,Serie A
20.07.2019,CSA,0,,Athletico-PR,4,,Serie A
20.07.2019,Internacional,1,,Gremio,1,,Serie A
20.07.2019,Bahia,0,,Cruzeiro,0,,Serie A
20.07.2019,Vasco,2,,Fluminense,1,,Serie A
15.07.2019,Fluminense,1,,Ceara,1,,Serie A
14.07.2019,Chapecoense-SC,1,,Atletico-MG,2,,Serie A
14.07.2019,Athletico-PR,1,,Internacional,0,,Serie A
14.07.2019,Corinthians,1,,CSA,0,,Serie A
14.07.2019,Cruzeiro,0,,Botafogo RJ,0,,Serie A
14.07.2019,Flamengo RJ,6,,Goias,1,,Serie A
13.07.2019,Bahia,0,,Santos,1,,Serie A
13.07.2019,Sao Paulo,1,,Palmeiras,1,,Serie A
13.07.2019,Fortaleza,2,,Avai,0,,Serie A
13.07.2019,Gremio,2,,Vasco,1,,Serie A
13.06.2019,Atletico-MG,1,,Sao Paulo,1,,Serie A
13.06.2019,Chapecoense-SC,1,,Fluminense,1,,Serie A
13.06.2019,Goias,2,,Athletico-PR,1,,Serie A
13.06.2019,Palmeiras,2,,Avai,0,,Serie A
13.06.2019,Vasco,1,,Ceara,0,,Serie A
12.06.2019,CSA,0,,Flamengo RJ,2,,Serie A
12.06.2019,Internacional,3,,Bahia,1,,Serie A
12.06.2019,Santos,1,,Corinthians,0,,Serie A
12.06.2019,Fortaleza,2,,Cruzeiro,1,,Serie A
12.06.2019,Botafogo RJ,0,,Gremio,1,,Serie A
10.06.2019,Goias,3,,Chapecoense-SC,1,,Serie A
09.06.2019,CSA,1,,Botafogo RJ,2,,Serie A
09.06.2019,Fluminense,0,,Flamengo RJ,0,,Serie A
09.06.2019,Santos,3,,Atletico-MG,1,,Serie A
08.06.2019,Avai,0,,Sao Paulo,0,,Serie A
08.06.2019,Ceara,0,,Bahia,0,,Serie A
08.06.2019,Cruzeiro,0,,Corinthians,0,,Serie A
08.06.2019,Gremio,1,,Fortaleza,0,,Serie A
08.06.2019,Palmeiras,1,,Athletico-PR,0,,Serie A
07.06.2019,Vasco,2,,Internacional,1,,Serie A
02.06.2019,Atletico-MG,4,,CSA,0,,Serie A
02.06.2019,Chapecoense-SC,1,,Palmeiras,2,,Serie A
02.06.2019,Internacional,2,,Avai,0,,Serie A
02.06.2019,Athletico-PR,3,,Fluminense,0,,Serie A
02.06.2019,Ceara,0,,Santos,1,,Serie A
02.06.2019,Sao Paulo,1,,Cruzeiro,1,,Serie A
02.06.2019,Botafogo RJ,1,,Vasco,0,,Serie A
01.06.2019,Bahia,1,,Gremio,0,,Serie A
01.06.2019,Flamengo RJ,2,,Fortaleza,0,,Serie A
27.05.2019,Avai,1,,Ceara,2,,Serie A
27.05.2019,CSA,1,,Goias,0,,Serie A
26.05.2019,Bahia,3,,Fluminense,2,,Serie A
26.05.2019,Corinthians,1,,Sao Paulo,0,,Serie A
26.05.2019,Cruzeiro,1,,Chapecoense-SC,2,,Serie A
26.05.2019,Fortaleza,1,,Vasco,1,,Serie A
26.05.2019,Flamengo RJ,3,,Athletico-PR,2,,Serie A
26.05.2019,Santos,0,,Internacional,0,,Serie A
25.05.2019,Gremio,1,,Atletico-MG,0,,Serie A
25.05.2019,Botafogo RJ,0,,Palmeiras,1,,Serie A
19.05.2019,Ceara,2,,Gremio,1,,Serie A
19.05.2019,Vasco,1,,Avai,1,,Serie A
19.05.2019,Athletico-PR,0,,Corinthians,2,,Serie A
19.05.2019,Chapecoense-SC,1,,Fortaleza,3,,Serie A
19.05.2019,Goias,1,,Botafogo RJ,0,,Serie A
19.05.2019,Internacional,2,,CSA,0,,Serie A
19.05.2019,Sao Paulo,0,,Bahia,0,,Serie A
18.05.2019,Atletico-MG,2,,Flamengo RJ,1,,Serie A
18.05.2019,Palmeiras,4,,Santos,0,,Serie A
18.05.2019,Fluminense,4,,Cruzeiro,1,,Serie A
12.05.2019,Athletico-PR,1,,Bahia,0,,Serie A
12.05.2019,Avai,0,,CSA,0,,Serie A
12.05.2019,Fortaleza,0,,Sao Paulo,1,,Serie A
12.05.2019,Atletico-MG,0,,Palmeiras,2,,Serie A
12.05.2019,Internacional,3,,Cruzeiro,1,,Serie A
12.05.2019,Santos,3,,Vasco,0,,Serie A
12.05.2019,Flamengo RJ,2,,Chapecoense-SC,1,,Serie A
11.05.2019,Goias,2,,Ceara,1,,Serie A
11.05.2019,Corinthians,0,,Gremio,0,,Serie A
11.05.2019,Fluminense,0,,Botafogo RJ,1,,Serie A
05.05.2019,Bahia,1,,Avai,0,,Serie A
05.05.2019,Gremio,4,,Fluminense,5,,Serie A
05.05.2019,Botafogo RJ,1,,Fortaleza,0,,Serie A
05.05.2019,Cruzeiro,2,,Goias,1,,Serie A
05.05.2019,CSA,0,,Santos,0,,Serie A
05.05.2019,Sao Paulo,1,,Flamengo RJ,1,,Serie A
05.05.2019,Chapecoense-SC,1,,Athletico-PR,1,,Serie A
04.05.2019,Ceara,1,,Atletico-MG,2,,Serie A
04.05.2019,Palmeiras,1,,Internacional,0,,Serie A
04.05.2019,Vasco,1,,Corinthians,1,,Serie A
02.05.2019,Botafogo RJ,3,,Bahia,2,,Serie A
02.05.2019,Santos,2,,Fluminense,1,,Serie A
01.05.2019,Fortaleza,2,,Athletico-PR,1,,Serie A
01.05.2019,Goias,1,,Sao Paulo,2,,Serie A
01.05.2019,Vasco,1,,Atletico-MG,2,,Serie A
01.05.2019,Avai,1,,Gremio,1,,Serie A
01.05.2019,Cruzeiro,1,,Ceara,0,,Serie A
01.05.2019,Corinthians,1,,Chapecoense-SC,0,,Serie A
01.05.2019,CSA,1,,Palmeiras,1,,Serie A
01.05.2019,Internacional,2,,Flamengo RJ,1,,Serie A
28.04.2019,Fluminense,0,,Goias,1,,Serie A
28.04.2019,Palmeiras,4,,Fortaleza,0,,Serie A
28.04.2019,Athletico-PR,4,,Vasco,1,,Serie A
28.04.2019,Bahia,3,,Corinthians,2,,Serie A
28.04.2019,Ceara,4,,CSA,0,,Serie A
28.04.2019,Gremio,1,,Santos,2,,Serie A
27.04.2019,Flamengo RJ,3,,Cruzeiro,1,,Serie A
27.04.2019,Atletico-MG,2,,Avai,1,,Serie A
27.04.2019,Chapecoense-SC,2,,Internacional,0,,Serie A
27.04.2019,Sao Paulo,2,,Botafogo RJ,0,,Serie A
14.08.2019,Gremio,2,,Athletico-PR,0,,Copa do Brasil
07.08.2019,Cruzeiro,0,,Internacional,1,,Copa do Brasil
17.07.2019,Flamengo RJ,1,1.0,Athletico-PR,2,1.0,Copa do Brasil
17.07.2019,Internacional,2,1.0,Palmeiras,0,0.0,Copa do Brasil
17.07.2019,Atletico-MG,2,,Cruzeiro,0,,Copa do Brasil
17.07.2019,Bahia,0,,Gremio,1,,Copa do Brasil
11.07.2019,Cruzeiro,3,,Atletico-MG,0,,Copa do Brasil
10.07.2019,Athletico-PR,1,,Flamengo RJ,1,,Copa do Brasil
10.07.2019,Palmeiras,1,,Internacional,0,,Copa do Brasil
10.07.2019,Gremio,1,,Bahia,1,,Copa do Brasil
06.06.2019,Santos,1,,Atletico-MG,2,,Copa do Brasil
05.06.2019,Athletico-PR,1,,Fortaleza,0,,Copa do Brasil
05.06.2019,Cruzeiro,3,2.0,Fluminense,2,2.0,Copa do Brasil
04.06.2019,Flamengo RJ,1,,Corinthians,0,,Copa do Brasil
30.05.2019,Palmeiras,2,,Sampaio Correa,0,,Copa do Brasil
29.05.2019,Bahia,1,,Sao Paulo,0,,Copa do Brasil
29.05.2019,Gremio,3,,Juventude,0,,Copa do Brasil
29.05.2019,Paysandu PA,0,,Internacional,1,,Copa do Brasil
23.05.2019,Internacional,3,,Paysandu PA,1,,Copa do Brasil
22.05.2019,Juventude,0,,Gremio,0,,Copa do Brasil
22.05.2019,Sao Paulo,0,,Bahia,1,,Copa do Brasil
22.05.2019,Sampaio Correa,0,,Palmeiras,1,,Copa do Brasil
16.05.2019,Fortaleza,0,,Athletico-PR,0,,Copa do Brasil
15.05.2019,Corinthians,0,,Flamengo RJ,1,,Copa do Brasil
15.05.2019,Fluminense,1,,Cruzeiro,1,,Copa do Brasil
15.05.2019,Atletico-MG,0,,Santos,0,,Copa do Brasil
07.05.2019,Vila Nova FC,0,0.0,Juventude,1,0.0,Copa do Brasil
25.04.2019,Santa Cruz,2,2.0,Fluminense,1,0.0,Copa do Brasil
25.04.2019,Londrina,2,,Bahia,1,,Copa do Brasil
24.04.2019,Corinthians,2,,Chapecoense-SC,0,,Copa do Brasil
24.04.2019,Juventude,0,,Vila Nova FC,0,,Copa do Brasil
24.04.2019,Vasco,2,,Santos,1,,Copa do Brasil
20.04.2019,Bragantino,2,,Vila Nova FC,1,,Copa do Brasil
18.04.2019,Bahia,4,,Londrina,0,,Copa do Brasil
17.04.2019,Chapecoense-SC,1,,Corinthians,0,,Copa do Brasil
17.04.2019,Fluminense,2,,Santa Cruz,0,,Copa do Brasil
17.04.2019,Santos,2,,Vasco,0,,Copa do Brasil
16.04.2019,Vila Nova FC,2,,Bragantino,0,,Copa do Brasil
11.04.2019,Santos,3,,Atletico GO,0,,Copa do Brasil
11.04.2019,Juventude,2,,Botafogo RJ,1,,Copa do Brasil
10.04.2019,Avai,0,,Vasco,1,,Copa do Brasil
10.04.2019,Santa Cruz,3,,ABC,0,,Copa do Brasil
10.04.2019,Bragantino,3,,Aparecidense,2,,Copa do Brasil
10.04.2019,Criciuma,0,,Chapecoense-SC,2,,Copa do Brasil
10.04.2019,Fluminense,2,,Luverdense,0,,Copa do Brasil
09.04.2019,Bahia,1,,CRB,0,,Copa do Brasil
04.04.2019,Botafogo RJ,1,,Juventude,1,,Copa do Brasil
04.04.2019,Atletico GO,1,,Santos,0,,Copa do Brasil
03.04.2019,ABC,1,,Santa Cruz,0,,Copa do Brasil
03.04.2019,Corinthians,0,,Ceara,1,,Copa do Brasil
03.04.2019,Londrina,3,,Botafogo PB,3,,Copa do Brasil
03.04.2019,Aparecidense,2,,Ponte Preta,0,,Copa do Brasil
03.04.2019,Luverdense,0,,Fluminense,0,,Copa do Brasil
02.04.2019,CRB,1,,Bahia,1,,Copa do Brasil
27.03.2019,Chapecoense-SC,3,,Criciuma,2,,Copa do Brasil
14.03.2019,Vasco,3,,Avai,2,,Copa do Brasil
13.03.2019,Ceara,1,,Corinthians,3,,Copa do Brasil
13.03.2019,Botafogo PB,0,,Londrina,2,,Copa do Brasil
07.03.2019,Santos,4,,America RN,0,,Copa do Brasil
07.03.2019,ABC,3,2.0,Moto Club,2,2.0,Copa do Brasil
07.03.2019,Avai,2,,Brasil de Pelotas,0,,Copa do Brasil
06.03.2019,Fluminense,3,,Ypiranga FC,0,,Copa do Brasil
06.03.2019,Mixto,1,,Chapecoense-SC,2,,Copa do Brasil
06.03.2019,Santa Cruz de Natal,0,,Bahia,1,,Copa do Brasil
28.02.2019,Juventude,2,,America MG,1,,Copa do Brasil
28.02.2019,Tombense,2,2.0,Botafogo PB,3,2.0,Copa do Brasil
27.02.2019,Botafogo RJ,3,,Cuiaba Esporte,0,,Copa do Brasil
27.02.2019,URT,2,2.0,Vila Nova FC,3,2.0,Copa do Brasil
27.02.2019,Foz do Iguacu,0,0.0,Ceara,1,0.0,Copa do Brasil
26.02.2019,Atletico-CE,0,,Atletico GO,4,,Copa do Brasil
21.02.2019,Goias,1,1.0,CRB,2,1.0,Copa do Brasil
21.02.2019,Criciuma,1,0.0,Oeste,0,0.0,Copa do Brasil
20.02.2019,Corinthians,4,,Avenida,2,,Copa do Brasil
20.02.2019,Santa Cruz,2,1.0,Nautico,1,1.0,Copa do Brasil
20.02.2019,Serra,0,,Vasco,2,,Copa do Brasil
20.02.2019,Luverdense,1,,Figueirense,0,,Copa do Brasil
19.02.2019,Londrina,2,1.0,Parana,1,1.0,Copa do Brasil
14.02.2019,Fast Clube,1,,Oeste,6,,Copa do Brasil
14.02.2019,Sinop,1,,Santa Cruz,2,,Copa do Brasil
14.02.2019,URT,3,,Coritiba,2,,Copa do Brasil
14.02.2019,Tubarao,0,,Brasil de Pelotas,0,,Copa do Brasil
13.02.2019,Rio Branco,2,,Bahia,2,,Copa do Brasil
13.02.2019,Manaus,1,,Vila Nova FC,1,,Copa do Brasil
13.02.2019,Moto Club,2,,Vitoria,0,,Copa do Brasil
13.02.2019,Campinense,0,,Botafogo RJ,2,,Copa do Brasil
13.02.2019,Operario MS,1,,Botafogo PB,4,,Copa do Brasil
13.02.2019,Sao Raimundo RR,0,,America MG,0,,Copa do Brasil
13.02.2019,Tombense,3,,Sport Recife,0,,Copa do Brasil
13.02.2019,Ypiranga AP,0,,Cuiaba Esporte,1,,Copa do Brasil
13.02.2019,Avenida,1,,Guarani,0,,Copa do Brasil
13.02.2019,Boavista,1,,Figueirense,2,,Copa do Brasil
13.02.2019,Brusque,1,,Atletico GO,1,,Copa do Brasil
13.02.2019,Galvez,0,,ABC,1,,Copa do Brasil
13.02.2019,RD Ariquemes,1,,Avai,4,,Copa do Brasil
13.02.2019,Sergipe,0,,Goias,2,,Copa do Brasil
13.02.2019,Serra,1,,Remo,0,,Copa do Brasil
13.02.2019,SAO Raimundo PA,0,,Criciuma,2,,Copa do Brasil
13.02.2019,EC Sao Jose,0,,Chapecoense-SC,0,,Copa do Brasil
13.02.2019,Bragantino,1,,ASA,0,,Copa do Brasil
13.02.2019,Brasiliense,0,,CRB,0,,Copa do Brasil
12.02.2019,Imperatriz,1,,Nautico,1,,Copa do Brasil
07.02.2019,Ferroviario,2,,Corinthians,2,,Copa do Brasil
07.02.2019,Americano FC,1,,Londrina,2,,Copa do Brasil
06.02.2019,Central SC,1,,Ceara,1,,Copa do Brasil
06.02.2019,Atletico-CE,2,,Joinville,0,,Copa do Brasil
06.02.2019,Corumbaense,0,,Luverdense,0,,Copa do Brasil
06.02.2019,Itabaiana,2,,Parana,5,,Copa do Brasil
06.02.2019,Juazeirense,2,,Vasco,2,,Copa do Brasil
06.02.2019,Mixto,1,,CSA,0,,Copa do Brasil
06.02.2019,Palmas,0,,Juventude,1,,Copa do Brasil
06.02.2019,Santa Cruz de Natal,1,,Tupi,0,,Copa do Brasil
06.02.2019,Foz do Iguacu,1,,Boa,0,,Copa do Brasil
06.02.2019,Sobradinho,0,,America RN,0,,Copa do Brasil
06.02.2019,AE Altos,1,,Santos,7,,Copa do Brasil
06.02.2019,Votuporanguense,0,,Ypiranga FC,1,,Copa do Brasil
05.02.2019,River-PI,0,,Fluminense,5,,Copa do Brasil
