date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
10.04.2019,Gremio,3,,Rosario Central,1,,Copa Libertadores
10.04.2019,Palmeiras,3,,Junior,0,,Copa Libertadores
10.04.2019,U. Catolica,2,,Libertad Asuncion,3,,Copa Libertadores
10.04.2019,Cerro Porteno,4,,Atletico-MG,1,,Copa Libertadores
10.04.2019,Cruzeiro,4,,Huracan,0,,Copa Libertadores
10.04.2019,Nacional,1,,Zamora,0,,Copa Libertadores
10.04.2019,Sporting Cristal,2,,U. De Concepcion,0,,Copa Libertadores
09.04.2019,Internacional,3,,Palestino,2,,Copa Libertadores
09.04.2019,Penarol,1,,LDU Quito,0,,Copa Libertadores
09.04.2019,San Lorenzo,2,,FBC Melgar,0,,Copa Libertadores
09.04.2019,Athletico-PR,1,,Deportes Tolima,0,,Copa Libertadores
09.04.2019,Olimpia Asuncion,2,,Godoy Cruz,1,,Copa Libertadores
04.04.2019,Sporting Cristal,0,,Olimpia Asuncion,3,,Copa Libertadores
04.04.2019,Libertad Asuncion,2,,Rosario Central,0,,Copa Libertadores
04.04.2019,U. Catolica,1,,Gremio,0,,Copa Libertadores
03.04.2019,Deportes Tolima,2,,Wilstermann,2,,Copa Libertadores
03.04.2019,Emelec,0,,Cruzeiro,1,,Copa Libertadores
03.04.2019,Flamengo RJ,0,,Penarol,1,,Copa Libertadores
03.04.2019,Lara,2,,Huracan,1,,Copa Libertadores
03.04.2019,Atletico-MG,3,,Zamora,2,,Copa Libertadores
03.04.2019,Internacional,2,,River Plate,2,,Copa Libertadores
03.04.2019,U. De Concepcion,0,,Godoy Cruz,0,,Copa Libertadores
02.04.2019,Athletico-PR,3,,Boca Juniors,0,,Copa Libertadores
02.04.2019,FBC Melgar,1,,Junior,0,,Copa Libertadores
02.04.2019,Palestino,3,,Alianza Lima,0,,Copa Libertadores
02.04.2019,Cerro Porteno,1,,Nacional,0,,Copa Libertadores
02.04.2019,San Jose,3,,LDU Quito,3,,Copa Libertadores
02.04.2019,San Lorenzo,1,,Palmeiras,0,,Copa Libertadores
27.03.2019,Cruzeiro,2,,Lara,0,,Copa Libertadores
14.03.2019,Emelec,0,,Huracan,0,,Copa Libertadores
14.03.2019,Athletico-PR,4,,Wilstermann,0,,Copa Libertadores
14.03.2019,Penarol,4,,San Jose,0,,Copa Libertadores
13.03.2019,Flamengo RJ,3,,LDU Quito,1,,Copa Libertadores
13.03.2019,Internacional,2,,Alianza Lima,0,,Copa Libertadores
13.03.2019,River Plate,0,,Palestino,0,,Copa Libertadores
13.03.2019,U. Catolica,2,,Rosario Central,1,,Copa Libertadores
13.03.2019,Cerro Porteno,2,,Zamora,1,,Copa Libertadores
13.03.2019,San Lorenzo,1,,Junior,0,,Copa Libertadores
12.03.2019,Gremio,0,,Libertad Asuncion,1,,Copa Libertadores
12.03.2019,Nacional,1,,Atletico-MG,0,,Copa Libertadores
12.03.2019,Sporting Cristal,1,,Godoy Cruz,1,,Copa Libertadores
12.03.2019,Boca Juniors,3,,Deportes Tolima,0,,Copa Libertadores
12.03.2019,Olimpia Asuncion,1,,U. De Concepcion,1,,Copa Libertadores
12.03.2019,Palmeiras,3,,FBC Melgar,0,,Copa Libertadores
08.03.2019,Lara,0,,Emelec,0,,Copa Libertadores
07.03.2019,LDU Quito,2,,Penarol,0,,Copa Libertadores
07.03.2019,Huracan,0,,Cruzeiro,1,,Copa Libertadores
06.03.2019,Alianza Lima,1,,River Plate,1,,Copa Libertadores
06.03.2019,Junior,0,,Palmeiras,2,,Copa Libertadores
06.03.2019,Rosario Central,1,,Gremio,1,,Copa Libertadores
06.03.2019,Zamora,0,,Nacional,1,,Copa Libertadores
06.03.2019,Atletico-MG,0,,Cerro Porteno,1,,Copa Libertadores
06.03.2019,Palestino,0,,Internacional,1,,Copa Libertadores
06.03.2019,U. De Concepcion,5,,Sporting Cristal,4,,Copa Libertadores
05.03.2019,Deportes Tolima,1,,Athletico-PR,0,,Copa Libertadores
05.03.2019,Libertad Asuncion,4,,U. Catolica,1,,Copa Libertadores
05.03.2019,Wilstermann,0,,Boca Juniors,0,,Copa Libertadores
05.03.2019,FBC Melgar,0,,San Lorenzo,0,,Copa Libertadores
05.03.2019,Godoy Cruz,0,,Olimpia Asuncion,0,,Copa Libertadores
05.03.2019,San Jose,0,,Flamengo RJ,1,,Copa Libertadores
28.02.2019,Atl. Nacional,1,1.0,Libertad Asuncion,1,0.0,Copa Libertadores
27.02.2019,Atletico-MG,0,,Defensor Sp.,0,,Copa Libertadores
27.02.2019,Palestino,2,,Talleres Cordoba,1,,Copa Libertadores
26.02.2019,Caracas,2,,FBC Melgar,1,,Copa Libertadores
21.02.2019,Libertad Asuncion,1,,Atl. Nacional,0,,Copa Libertadores
20.02.2019,Defensor Sp.,0,,Atletico-MG,2,,Copa Libertadores
20.02.2019,Talleres Cordoba,2,,Palestino,2,,Copa Libertadores
19.02.2019,FBC Melgar,2,,Caracas,0,,Copa Libertadores
14.02.2019,Atl. Nacional,0,,La Guaira,0,,Copa Libertadores
13.02.2019,Caracas,0,,Delfin,0,,Copa Libertadores
13.02.2019,Sao Paulo,0,,Talleres Cordoba,0,,Copa Libertadores
13.02.2019,Libertad Asuncion,5,,The Strongest,1,,Copa Libertadores
13.02.2019,U. De Chile,0,,FBC Melgar,0,,Copa Libertadores
12.02.2019,Barcelona SC,1,,Defensor Sp.,0,,Copa Libertadores
12.02.2019,Ind. Medellin,1,1.0,Palestino,2,1.0,Copa Libertadores
12.02.2019,Atletico-MG,3,,Danubio,2,,Copa Libertadores
07.02.2019,La Guaira,0,,Atl. Nacional,1,,Copa Libertadores
06.02.2019,Palestino,1,,Ind. Medellin,1,,Copa Libertadores
06.02.2019,Talleres Cordoba,2,,Sao Paulo,0,,Copa Libertadores
06.02.2019,Defensor Sp.,3,,Barcelona SC,0,,Copa Libertadores
06.02.2019,Delfin,1,,Caracas,1,,Copa Libertadores
05.02.2019,FBC Melgar,1,,U. De Chile,0,,Copa Libertadores
05.02.2019,The Strongest,1,,Libertad Asuncion,1,,Copa Libertadores
05.02.2019,Danubio,2,,Atletico-MG,2,,Copa Libertadores
30.01.2019,Defensor Sp.,2,,Bolivar,3,,Copa Libertadores
30.01.2019,Nacional Asuncion,1,,Delfin,2,,Copa Libertadores
29.01.2019,Garcilaso,2,,La Guaira,1,,Copa Libertadores
23.01.2019,Bolivar,2,,Defensor Sp.,4,,Copa Libertadores
23.01.2019,La Guaira,1,,Garcilaso,0,,Copa Libertadores
22.01.2019,Delfin,3,,Nacional Asuncion,0,,Copa Libertadores
09.12.2018,River Plate,3,1.0,Boca Juniors,1,1.0,Copa Libertadores
11.11.2018,Boca Juniors,2,,River Plate,2,,Copa Libertadores
31.10.2018,Palmeiras,2,,Boca Juniors,2,,Copa Libertadores
30.10.2018,Gremio,1,,River Plate,2,,Copa Libertadores
24.10.2018,Boca Juniors,2,,Palmeiras,0,,Copa Libertadores
23.10.2018,River Plate,0,,Gremio,1,,Copa Libertadores
04.10.2018,Cruzeiro,1,,Boca Juniors,1,,Copa Libertadores
03.10.2018,Palmeiras,2,,Colo Colo,0,,Copa Libertadores
02.10.2018,Gremio,4,,Atl. Tucuman,0,,Copa Libertadores
02.10.2018,River Plate,3,,Independiente,1,,Copa Libertadores
20.09.2018,Colo Colo,0,,Palmeiras,2,,Copa Libertadores
19.09.2018,Boca Juniors,2,,Cruzeiro,0,,Copa Libertadores
19.09.2018,Independiente,0,,River Plate,0,,Copa Libertadores
18.09.2018,Atl. Tucuman,0,,Gremio,2,,Copa Libertadores
30.08.2018,Palmeiras,0,,Cerro Porteno,1,,Copa Libertadores
30.08.2018,Libertad Asuncion,2,,Boca Juniors,4,,Copa Libertadores
29.08.2018,Corinthians,2,,Colo Colo,1,,Copa Libertadores
29.08.2018,Cruzeiro,0,,Flamengo RJ,1,,Copa Libertadores
29.08.2018,River Plate,3,,Racing Club,0,,Copa Libertadores
28.08.2018,Atl. Nacional,1,,Atl. Tucuman,0,,Copa Libertadores
28.08.2018,Gremio,3,2.0,Estudiantes L.P.,1,1.0,Copa Libertadores
28.08.2018,Santos,0,,Independiente,0,,Copa Libertadores
21.08.2018,Independiente,3,,Santos,0,,Copa Libertadores
09.08.2018,Atl. Tucuman,2,,Atl. Nacional,0,,Copa Libertadores
09.08.2018,Cerro Porteno,0,,Palmeiras,2,,Copa Libertadores
09.08.2018,Racing Club,0,,River Plate,0,,Copa Libertadores
08.08.2018,Colo Colo,1,,Corinthians,0,,Copa Libertadores
08.08.2018,Flamengo RJ,0,,Cruzeiro,2,,Copa Libertadores
08.08.2018,Boca Juniors,2,,Libertad Asuncion,0,,Copa Libertadores
07.08.2018,Estudiantes L.P.,2,,Gremio,1,,Copa Libertadores
24.05.2018,Atl. Nacional,0,,Colo Colo,0,,Copa Libertadores
24.05.2018,Bolivar,2,,Delfin,1,,Copa Libertadores
24.05.2018,Corinthians,0,,Millonarios,1,,Copa Libertadores
24.05.2018,Independiente,2,,Lara,0,,Copa Libertadores
24.05.2018,Estudiantes L.P.,3,,Nacional,1,,Copa Libertadores
24.05.2018,Santos,0,,Garcilaso,0,,Copa Libertadores
23.05.2018,Emelec,0,,Santa Fe,3,,Copa Libertadores
23.05.2018,River Plate,0,,Flamengo RJ,0,,Copa Libertadores
23.05.2018,Cerro Porteno,3,,Monagas,2,,Copa Libertadores
23.05.2018,Gremio,1,,Defensor Sp.,0,,Copa Libertadores
22.05.2018,Cruzeiro,2,,Racing Club,1,,Copa Libertadores
22.05.2018,U. De Chile,0,,Vasco,2,,Copa Libertadores
17.05.2018,Lara,2,,Corinthians,7,,Copa Libertadores
17.05.2018,Millonarios,1,,Independiente,1,,Copa Libertadores
17.05.2018,Libertad Asuncion,0,,Atl. Tucuman,0,,Copa Libertadores
17.05.2018,Penarol,2,,The Strongest,0,,Copa Libertadores
16.05.2018,Boca Juniors,5,,Alianza Lima,0,,Copa Libertadores
16.05.2018,Flamengo RJ,2,,Emelec,0,,Copa Libertadores
16.05.2018,Palmeiras,3,,Junior,1,,Copa Libertadores
15.05.2018,Colo Colo,2,,Bolivar,0,,Copa Libertadores
15.05.2018,Monagas,1,,Gremio,2,,Copa Libertadores
15.05.2018,Defensor Sp.,0,,Cerro Porteno,1,,Copa Libertadores
15.05.2018,Delfin,1,,Atl. Nacional,0,,Copa Libertadores
03.05.2018,Alianza Lima,1,,Palmeiras,3,,Copa Libertadores
03.05.2018,Santa Fe,0,,River Plate,1,,Copa Libertadores
03.05.2018,The Strongest,1,,Libertad Asuncion,3,,Copa Libertadores
03.05.2018,Racing Club,1,,U. De Chile,0,,Copa Libertadores
02.05.2018,Corinthians,1,,Independiente,2,,Copa Libertadores
02.05.2018,Delfin,1,,Colo Colo,2,,Copa Libertadores
02.05.2018,Vasco,0,,Cruzeiro,4,,Copa Libertadores
02.05.2018,Atl. Tucuman,1,,Penarol,0,,Copa Libertadores
02.05.2018,Junior,1,,Boca Juniors,1,,Copa Libertadores
01.05.2018,Nacional,1,,Santos,0,,Copa Libertadores
01.05.2018,Garcilaso,0,,Estudiantes L.P.,0,,Copa Libertadores
01.05.2018,Gremio,5,,Cerro Porteno,0,,Copa Libertadores
26.04.2018,Junior,1,,Alianza Lima,0,,Copa Libertadores
26.04.2018,Penarol,2,,Libertad Asuncion,0,,Copa Libertadores
26.04.2018,Vasco,1,,Racing Club,1,,Copa Libertadores
26.04.2018,Cruzeiro,7,,U. De Chile,0,,Copa Libertadores
26.04.2018,River Plate,2,,Emelec,1,,Copa Libertadores
25.04.2018,Boca Juniors,0,,Palmeiras,2,,Copa Libertadores
25.04.2018,Monagas,1,,Defensor Sp.,0,,Copa Libertadores
25.04.2018,Santa Fe,0,,Flamengo RJ,0,,Copa Libertadores
25.04.2018,Atl. Tucuman,3,,The Strongest,0,,Copa Libertadores
25.04.2018,Nacional,4,,Garcilaso,0,,Copa Libertadores
24.04.2018,Atl. Nacional,4,,Bolivar,1,,Copa Libertadores
24.04.2018,Santos,2,,Estudiantes L.P.,0,,Copa Libertadores
24.04.2018,Lara,2,,Millonarios,1,,Copa Libertadores
19.04.2018,Alianza Lima,0,,Junior,2,,Copa Libertadores
19.04.2018,Emelec,0,,River Plate,1,,Copa Libertadores
19.04.2018,U. De Chile,0,,Cruzeiro,0,,Copa Libertadores
19.04.2018,Racing Club,4,,Vasco,0,,Copa Libertadores
18.04.2018,Flamengo RJ,1,,Santa Fe,1,,Copa Libertadores
18.04.2018,Independiente,0,,Corinthians,1,,Copa Libertadores
18.04.2018,Libertad Asuncion,2,,Penarol,1,,Copa Libertadores
18.04.2018,The Strongest,1,,Atl. Tucuman,2,,Copa Libertadores
17.04.2018,Cerro Porteno,0,,Gremio,0,,Copa Libertadores
17.04.2018,Millonarios,4,,Lara,0,,Copa Libertadores
17.04.2018,Defensor Sp.,3,,Monagas,1,,Copa Libertadores
11.04.2018,Palmeiras,1,,Boca Juniors,1,,Copa Libertadores
05.04.2018,Bolivar,1,,Atl. Nacional,0,,Copa Libertadores
05.04.2018,Estudiantes L.P.,0,,Santos,1,,Copa Libertadores
05.04.2018,Colo Colo,0,,Delfin,2,,Copa Libertadores
05.04.2018,River Plate,0,,Santa Fe,0,,Copa Libertadores
04.04.2018,Boca Juniors,1,,Junior,0,,Copa Libertadores
04.04.2018,Cruzeiro,0,,Vasco,0,,Copa Libertadores
04.04.2018,Gremio,4,,Monagas,0,,Copa Libertadores
04.04.2018,Penarol,3,,Atl. Tucuman,1,,Copa Libertadores
03.04.2018,Palmeiras,2,,Alianza Lima,0,,Copa Libertadores
03.04.2018,U. De Chile,1,,Racing Club,1,,Copa Libertadores
03.04.2018,Garcilaso,0,,Nacional,0,,Copa Libertadores
03.04.2018,Libertad Asuncion,3,,The Strongest,0,,Copa Libertadores
15.03.2018,Independiente,1,,Millonarios,0,,Copa Libertadores
15.03.2018,Santos,3,,Nacional,1,,Copa Libertadores
15.03.2018,The Strongest,1,,Penarol,0,,Copa Libertadores
14.03.2018,Atl. Nacional,4,,Delfin,0,,Copa Libertadores
14.03.2018,Corinthians,2,,Lara,0,,Copa Libertadores
14.03.2018,Emelec,1,,Flamengo RJ,2,,Copa Libertadores
14.03.2018,Bolivar,1,,Colo Colo,1,,Copa Libertadores
14.03.2018,Estudiantes L.P.,3,,Garcilaso,0,,Copa Libertadores
13.03.2018,Cerro Porteno,2,,Defensor Sp.,1,,Copa Libertadores
13.03.2018,Vasco,0,,U. De Chile,1,,Copa Libertadores
13.03.2018,Atl. Tucuman,0,,Libertad Asuncion,2,,Copa Libertadores
01.03.2018,Alianza Lima,0,,Boca Juniors,0,,Copa Libertadores
01.03.2018,Junior,0,,Palmeiras,3,,Copa Libertadores
01.03.2018,Garcilaso,2,,Santos,0,,Copa Libertadores
01.03.2018,Lara,1,,Independiente,0,,Copa Libertadores
01.03.2018,Santa Fe,1,,Emelec,1,,Copa Libertadores
28.02.2018,Delfin,1,,Bolivar,1,,Copa Libertadores
28.02.2018,Flamengo RJ,2,,River Plate,2,,Copa Libertadores
28.02.2018,Millonarios,0,,Corinthians,0,,Copa Libertadores
28.02.2018,Nacional,0,,Estudiantes L.P.,0,,Copa Libertadores
27.02.2018,Colo Colo,0,,Atl. Nacional,1,,Copa Libertadores
27.02.2018,Racing Club,4,,Cruzeiro,2,,Copa Libertadores
27.02.2018,Defensor Sp.,1,,Gremio,1,,Copa Libertadores
27.02.2018,Monagas,0,,Cerro Porteno,2,,Copa Libertadores
22.02.2018,Guarani,0,,Junior,0,,Copa Libertadores
21.02.2018,Nacional,1,,Banfield,0,,Copa Libertadores
21.02.2018,Wilstermann,4,4.0,Vasco,1,0.0,Copa Libertadores
20.02.2018,Santa Fe,3,,S. Wanderers,0,,Copa Libertadores
15.02.2018,Junior,1,,Guarani,0,,Copa Libertadores
14.02.2018,Vasco,4,,Wilstermann,0,,Copa Libertadores
14.02.2018,Banfield,2,,Nacional,2,,Copa Libertadores
13.02.2018,S. Wanderers,1,,Santa Fe,2,,Copa Libertadores
09.02.2018,Junior,3,,Olimpia Asuncion,1,,Copa Libertadores
08.02.2018,Wilstermann,2,,Oriente Petrolero,2,,Copa Libertadores
08.02.2018,Santa Fe,0,,Dep. Tachira,0,,Copa Libertadores
07.02.2018,Nacional,1,,Chapecoense-SC,0,,Copa Libertadores
07.02.2018,Vasco,2,,U. De Concepcion,0,,Copa Libertadores
06.02.2018,FBC Melgar,0,,S. Wanderers,1,,Copa Libertadores
06.02.2018,Ind. del Valle,2,,Banfield,2,,Copa Libertadores
06.02.2018,Guarani,6,,Carabobo,0,,Copa Libertadores
01.02.2018,Olimpia Asuncion,1,,Junior,0,,Copa Libertadores
01.02.2018,Oriente Petrolero,1,,Wilstermann,2,,Copa Libertadores
01.02.2018,Dep. Tachira,2,,Santa Fe,3,,Copa Libertadores
31.01.2018,Chapecoense-SC,0,,Nacional,1,,Copa Libertadores
31.01.2018,U. De Concepcion,0,,Vasco,4,,Copa Libertadores
30.01.2018,Banfield,1,,Ind. del Valle,1,,Copa Libertadores
30.01.2018,S. Wanderers,1,,FBC Melgar,1,,Copa Libertadores
30.01.2018,Carabobo,1,,Guarani,0,,Copa Libertadores
26.01.2018,U. de Deportes,3,,Oriente Petrolero,1,,Copa Libertadores
26.01.2018,Dep. Tachira,0,,Macara,0,,Copa Libertadores
26.01.2018,Olimpia Asuncion,2,,Wanderers,0,,Copa Libertadores
22.01.2018,Oriente Petrolero,2,,U. de Deportes,0,,Copa Libertadores
22.01.2018,Macara,1,,Dep. Tachira,1,,Copa Libertadores
22.01.2018,Wanderers,0,,Olimpia Asuncion,0,,Copa Libertadores
29.11.2017,Lanus,1,,Gremio,2,,Copa Libertadores
22.11.2017,Gremio,1,,Lanus,0,,Copa Libertadores
01.11.2017,Gremio,0,,Barcelona SC,1,,Copa Libertadores
31.10.2017,Lanus,4,,River Plate,2,,Copa Libertadores
25.10.2017,Barcelona SC,0,,Gremio,3,,Copa Libertadores
24.10.2017,River Plate,1,,Lanus,0,,Copa Libertadores
21.09.2017,Lanus,3,2.0,San Lorenzo,0,0.0,Copa Libertadores
21.09.2017,River Plate,8,,Wilstermann,0,,Copa Libertadores
20.09.2017,Gremio,1,,Botafogo RJ,0,,Copa Libertadores
20.09.2017,Santos,0,,Barcelona SC,1,,Copa Libertadores
14.09.2017,Wilstermann,3,,River Plate,0,,Copa Libertadores
13.09.2017,Barcelona SC,1,,Santos,1,,Copa Libertadores
13.09.2017,Botafogo RJ,0,,Gremio,0,,Copa Libertadores
13.09.2017,San Lorenzo,2,,Lanus,0,,Copa Libertadores
10.08.2017,San Lorenzo,1,0.0,Emelec,1,1.0,Copa Libertadores
10.08.2017,Santos,1,,Athletico-PR,0,,Copa Libertadores
10.08.2017,Botafogo RJ,2,,Nacional,0,,Copa Libertadores
09.08.2017,Atletico-MG,0,,Wilstermann,0,,Copa Libertadores
09.08.2017,Palmeiras,1,1.0,Barcelona SC,1,0.0,Copa Libertadores
09.08.2017,Gremio,2,,Godoy Cruz,1,,Copa Libertadores
08.08.2017,River Plate,1,,Guarani,1,,Copa Libertadores
08.08.2017,Lanus,1,,The Strongest,0,,Copa Libertadores
06.07.2017,Emelec,0,,San Lorenzo,1,,Copa Libertadores
06.07.2017,Nacional,0,,Botafogo RJ,1,,Copa Libertadores
06.07.2017,The Strongest,1,,Lanus,1,,Copa Libertadores
05.07.2017,Barcelona SC,1,,Palmeiras,0,,Copa Libertadores
05.07.2017,Wilstermann,1,,Atletico-MG,0,,Copa Libertadores
05.07.2017,Athletico-PR,2,,Santos,3,,Copa Libertadores
04.07.2017,Guarani,0,,River Plate,2,,Copa Libertadores
04.07.2017,Godoy Cruz,0,,Gremio,1,,Copa Libertadores
25.05.2017,Atl. Nacional,3,,Barcelona SC,1,,Copa Libertadores
25.05.2017,Estudiantes L.P.,1,,Botafogo RJ,0,,Copa Libertadores
25.05.2017,Gremio,4,,Zamora,0,,Copa Libertadores
25.05.2017,Guarani,0,,Deportes Iquique,0,,Copa Libertadores
25.05.2017,Emelec,3,,FBC Melgar,0,,Copa Libertadores
25.05.2017,River Plate,1,,Ind. Medellin,2,,Copa Libertadores
24.05.2017,Palmeiras,3,,Atl. Tucuman,1,,Copa Libertadores
24.05.2017,Penarol,2,,Wilstermann,0,,Copa Libertadores
23.05.2017,Santa Fe,1,,The Strongest,1,,Copa Libertadores
23.05.2017,Santos,4,,Sporting Cristal,0,,Copa Libertadores
23.05.2017,Chapecoense-SC,2,,Zulia,1,,Copa Libertadores
23.05.2017,Nacional,0,,Lanus,1,,Copa Libertadores
18.05.2017,Botafogo RJ,1,,Atl. Nacional,0,,Copa Libertadores
18.05.2017,FBC Melgar,2,,River Plate,3,,Copa Libertadores
18.05.2017,Barcelona SC,0,,Estudiantes L.P.,3,,Copa Libertadores
17.05.2017,Lanus,3,,Chapecoense-SC,0,,Copa Libertadores
17.05.2017,San Lorenzo,2,,Flamengo RJ,1,,Copa Libertadores
17.05.2017,U. Catolica,2,,Athletico-PR,3,,Copa Libertadores
17.05.2017,Sporting Cristal,0,,Santa Fe,2,,Copa Libertadores
17.05.2017,The Strongest,1,,Santos,1,,Copa Libertadores
16.05.2017,Ind. Medellin,1,,Emelec,2,,Copa Libertadores
16.05.2017,Atletico-MG,4,,Godoy Cruz,1,,Copa Libertadores
16.05.2017,Libertad Asuncion,1,,Sport Boys,1,,Copa Libertadores
16.05.2017,Zulia,0,,Nacional,0,,Copa Libertadores
10.05.2017,River Plate,1,,Emelec,1,,Copa Libertadores
04.05.2017,Santos,3,,Santa Fe,2,,Copa Libertadores
04.05.2017,Zamora,1,,Guarani,3,,Copa Libertadores
04.05.2017,Godoy Cruz,1,,Libertad Asuncion,1,,Copa Libertadores
04.05.2017,The Strongest,5,,Sporting Cristal,1,,Copa Libertadores
03.05.2017,Flamengo RJ,3,,U. Catolica,1,,Copa Libertadores
03.05.2017,Wilstermann,3,,Palmeiras,2,,Copa Libertadores
03.05.2017,Athletico-PR,0,,San Lorenzo,3,,Copa Libertadores
03.05.2017,Deportes Iquique,2,,Gremio,1,,Copa Libertadores
03.05.2017,Sport Boys,1,,Atletico-MG,5,,Copa Libertadores
02.05.2017,Botafogo RJ,0,,Barcelona SC,2,,Copa Libertadores
02.05.2017,Atl. Nacional,4,,Estudiantes L.P.,1,,Copa Libertadores
02.05.2017,Atl. Tucuman,2,,Penarol,1,,Copa Libertadores
27.04.2017,Gremio,4,,Guarani,1,,Copa Libertadores
27.04.2017,Sport Boys,1,,Godoy Cruz,3,,Copa Libertadores
27.04.2017,Emelec,1,,River Plate,2,,Copa Libertadores
27.04.2017,Nacional,3,,Chapecoense-SC,0,,Copa Libertadores
27.04.2017,Zulia,1,,Lanus,1,,Copa Libertadores
26.04.2017,Athletico-PR,2,,Flamengo RJ,1,,Copa Libertadores
26.04.2017,Penarol,2,,Palmeiras,3,,Copa Libertadores
26.04.2017,FBC Melgar,1,,Ind. Medellin,2,,Copa Libertadores
26.04.2017,Atletico-MG,2,,Libertad Asuncion,0,,Copa Libertadores
25.04.2017,San Lorenzo,2,,U. Catolica,1,,Copa Libertadores
25.04.2017,Atl. Tucuman,2,,Wilstermann,1,,Copa Libertadores
25.04.2017,Deportes Iquique,4,,Zamora,3,,Copa Libertadores
20.04.2017,Barcelona SC,1,,Botafogo RJ,1,,Copa Libertadores
