date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
29.03.2019,Sol de America,0,,Dep. Capiata,0,,Primera Division
27.03.2019,Nacional Asuncion,0,,Libertad Asuncion,1,,Primera Division
25.03.2019,Dep. Capiata,2,,Deportivo Santani,1,,Primera Division
24.03.2019,Olimpia Asuncion,0,,Nacional Asuncion,0,,Primera Division
24.03.2019,Libertad Asuncion,2,,Sol de America,2,,Primera Division
23.03.2019,River Plate,2,,San Lorenzo,1,,Primera Division
23.03.2019,Cerro Porteno,5,,Guarani,2,,Primera Division
22.03.2019,Diaz,0,,Sp. Luqueno,0,,Primera Division
20.03.2019,Olimpia Asuncion,2,,Deportivo Santani,2,,Primera Division
20.03.2019,Dep. Capiata,2,,Libertad Asuncion,1,,Primera Division
18.03.2019,Cerro Porteno,7,,Sol de America,2,,Primera Division
18.03.2019,Diaz,3,,San Lorenzo,3,,Primera Division
17.03.2019,Guarani,1,,Olimpia Asuncion,5,,Primera Division
16.03.2019,Libertad Asuncion,4,,Deportivo Santani,0,,Primera Division
16.03.2019,River Plate,1,,Nacional Asuncion,1,,Primera Division
16.03.2019,Dep. Capiata,1,,Sp. Luqueno,3,,Primera Division
11.03.2019,Nacional Asuncion,1,,Diaz,0,,Primera Division
10.03.2019,Sol de America,1,,Guarani,4,,Primera Division
10.03.2019,Deportivo Santani,1,,Cerro Porteno,3,,Primera Division
09.03.2019,Sp. Luqueno,2,,Libertad Asuncion,2,,Primera Division
09.03.2019,Olimpia Asuncion,0,,River Plate,0,,Primera Division
08.03.2019,San Lorenzo,0,,Dep. Capiata,1,,Primera Division
04.03.2019,Sol de America,1,,Deportivo Santani,0,,Primera Division
04.03.2019,Guarani,2,,River Plate,1,,Primera Division
03.03.2019,Libertad Asuncion,2,,San Lorenzo,1,,Primera Division
03.03.2019,Dep. Capiata,1,,Nacional Asuncion,0,,Primera Division
02.03.2019,Cerro Porteno,2,,Sp. Luqueno,0,,Primera Division
02.03.2019,Diaz,0,,Olimpia Asuncion,2,,Primera Division
28.02.2019,Deportivo Santani,1,,Guarani,1,,Primera Division
27.02.2019,Olimpia Asuncion,3,,Dep. Capiata,0,,Primera Division
27.02.2019,Sp. Luqueno,3,,Sol de America,1,,Primera Division
26.02.2019,River Plate,3,,Diaz,2,,Primera Division
26.02.2019,San Lorenzo,2,,Cerro Porteno,1,,Primera Division
24.02.2019,Deportivo Santani,0,,Sp. Luqueno,1,,Primera Division
24.02.2019,Libertad Asuncion,2,,Olimpia Asuncion,3,,Primera Division
23.02.2019,Guarani,1,,Diaz,1,,Primera Division
23.02.2019,Dep. Capiata,3,,River Plate,3,,Primera Division
22.02.2019,Cerro Porteno,1,,Nacional Asuncion,1,,Primera Division
22.02.2019,Sol de America,1,,San Lorenzo,6,,Primera Division
18.02.2019,Nacional Asuncion,0,,Sol de America,1,,Primera Division
18.02.2019,Diaz,1,,Dep. Capiata,0,,Primera Division
17.02.2019,Olimpia Asuncion,2,,Cerro Porteno,2,,Primera Division
16.02.2019,River Plate,1,,Libertad Asuncion,1,,Primera Division
16.02.2019,San Lorenzo,2,,Deportivo Santani,0,,Primera Division
15.02.2019,Sp. Luqueno,0,,Guarani,2,,Primera Division
13.02.2019,Nacional Asuncion,2,,Olimpia Asuncion,4,,Primera Division
11.02.2019,Guarani,1,,Dep. Capiata,2,,Primera Division
11.02.2019,Sp. Luqueno,0,,San Lorenzo,3,,Primera Division
10.02.2019,Cerro Porteno,3,,River Plate,1,,Primera Division
10.02.2019,Deportivo Santani,1,,Nacional Asuncion,2,,Primera Division
09.02.2019,Sol de America,0,,Olimpia Asuncion,1,,Primera Division
09.02.2019,Libertad Asuncion,4,,Diaz,0,,Primera Division
07.02.2019,Nacional Asuncion,0,,Sp. Luqueno,1,,Primera Division
06.02.2019,San Lorenzo,1,,Guarani,3,,Primera Division
06.02.2019,Diaz,1,,Cerro Porteno,3,,Primera Division
05.02.2019,River Plate,1,,Sol de America,0,,Primera Division
03.02.2019,Sp. Luqueno,1,,Olimpia Asuncion,5,,Primera Division
03.02.2019,San Lorenzo,1,,Nacional Asuncion,0,,Primera Division
02.02.2019,Cerro Porteno,1,,Dep. Capiata,0,,Primera Division
02.02.2019,Deportivo Santani,1,,River Plate,1,,Primera Division
01.02.2019,Guarani,3,,Libertad Asuncion,1,,Primera Division
01.02.2019,Sol de America,3,,Diaz,0,,Primera Division
28.01.2019,River Plate,2,,Sp. Luqueno,1,,Primera Division
28.01.2019,Diaz,2,,Deportivo Santani,0,,Primera Division
27.01.2019,Dep. Capiata,3,,Sol de America,2,,Primera Division
27.01.2019,Libertad Asuncion,1,,Cerro Porteno,0,,Primera Division
26.01.2019,Olimpia Asuncion,2,,San Lorenzo,0,,Primera Division
26.01.2019,Nacional Asuncion,0,,Guarani,2,,Primera Division
24.01.2019,Sp. Luqueno,2,,Diaz,2,,Primera Division
23.01.2019,Guarani,0,,Cerro Porteno,1,,Primera Division
23.01.2019,Deportivo Santani,0,,Dep. Capiata,0,,Primera Division
22.01.2019,Sol de America,2,,Libertad Asuncion,0,,Primera Division
22.01.2019,San Lorenzo,1,,River Plate,0,,Primera Division
03.09.2019,Dep. Capiata,5,,San Juan,1,,Copa Paraguay
28.08.2019,3 de Febrero,1,1.0,River Plate,2,1.0,Copa Paraguay
22.08.2019,Sportivo Iteno,1,1.0,Atyra,2,1.0,Copa Paraguay
22.08.2019,Tacuary,0,,Fernando de la Mora,3,,Copa Paraguay
21.08.2019,RI 3 Corrales,2,2.0,Nacional Asuncion,3,2.0,Copa Paraguay
20.08.2019,Sp. Luqueno,1,,Rubio Nu,0,,Copa Paraguay
20.08.2019,Deportivo Santani,2,,Ameliano,1,,Copa Paraguay
15.08.2019,Sol de America,4,,General Caballero,1,,Copa Paraguay
15.08.2019,Atl. Tembetary,1,,Libertad Asuncion,2,,Copa Paraguay
14.08.2019,General Caballero JLM,0,,Guarani,1,,Copa Paraguay
14.08.2019,Atletico Juventud,1,1.0,Pastoreo,2,1.0,Copa Paraguay
13.08.2019,12 de Octubre,0,0.0,Ovetense FC,1,0.0,Copa Paraguay
13.08.2019,Cristobal Colon,2,1.0,San Lorenzo,1,1.0,Copa Paraguay
13.08.2019,Guairena FC,1,,Diaz,0,,Copa Paraguay
08.08.2019,Olimpia Asuncion,3,,Colegiales,0,,Copa Paraguay
07.08.2019,Cerro Porteno,1,1.0,2 de Mayo,2,1.0,Copa Paraguay
