date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
04.07.2019,Ind. del Valle,2,,Dep. Cuenca,0,,Liga Pro
26.05.2019,Delfin,0,,Ind. del Valle,1,,Liga Pro
26.05.2019,Mushuc Runa,0,,Emelec,2,,Liga Pro
26.05.2019,Aucas,1,,Tecnico U.,0,,Liga Pro
25.05.2019,Dep. Cuenca,2,,Guayaquil City,0,,Liga Pro
25.05.2019,EL Nacional,1,,Macara,2,,Liga Pro
25.05.2019,Fuerza A.,1,,LDU Quito,1,,Liga Pro
24.05.2019,Barcelona SC,2,,Olmedo,0,,Liga Pro
24.05.2019,U. Catolica,1,,America de Quito,0,,Liga Pro
20.05.2019,Guayaquil City,1,,Aucas,1,,Liga Pro
19.05.2019,Olmedo,1,,Mushuc Runa,1,,Liga Pro
19.05.2019,Tecnico U.,0,,Barcelona SC,3,,Liga Pro
19.05.2019,America de Quito,1,,Delfin,1,,Liga Pro
18.05.2019,LDU Quito,2,,Dep. Cuenca,2,,Liga Pro
18.05.2019,Emelec,1,,U. Catolica,0,,Liga Pro
18.05.2019,Macara,5,,Fuerza A.,1,,Liga Pro
17.05.2019,Ind. del Valle,1,,EL Nacional,0,,Liga Pro
13.05.2019,U. Catolica,2,,Olmedo,0,,Liga Pro
12.05.2019,Emelec,0,,Barcelona SC,1,,Liga Pro
12.05.2019,Delfin,2,,LDU Quito,1,,Liga Pro
12.05.2019,Mushuc Runa,3,,Tecnico U.,4,,Liga Pro
11.05.2019,EL Nacional,2,,Guayaquil City,1,,Liga Pro
11.05.2019,Aucas,2,,Ind. del Valle,1,,Liga Pro
11.05.2019,Fuerza A.,3,,America de Quito,0,,Liga Pro
10.05.2019,Dep. Cuenca,1,,Macara,2,,Liga Pro
06.05.2019,America de Quito,1,,EL Nacional,3,,Liga Pro
05.05.2019,Barcelona SC,1,,Guayaquil City,0,,Liga Pro
05.05.2019,Tecnico U.,1,,Delfin,2,,Liga Pro
05.05.2019,Fuerza A.,2,,Dep. Cuenca,2,,Liga Pro
04.05.2019,U. Catolica,1,,Mushuc Runa,0,,Liga Pro
04.05.2019,LDU Quito,1,,Ind. del Valle,1,,Liga Pro
04.05.2019,Olmedo,3,,Emelec,1,,Liga Pro
03.05.2019,Macara,3,,Aucas,0,,Liga Pro
29.04.2019,Delfin,1,,Macara,1,,Liga Pro
28.04.2019,Emelec,0,,America de Quito,0,,Liga Pro
28.04.2019,Guayaquil City,3,,Tecnico U.,1,,Liga Pro
28.04.2019,Mushuc Runa,0,,LDU Quito,4,,Liga Pro
27.04.2019,Aucas,3,,Barcelona SC,4,,Liga Pro
27.04.2019,Ind. del Valle,2,,Olmedo,1,,Liga Pro
27.04.2019,EL Nacional,3,,Fuerza A.,0,,Liga Pro
26.04.2019,Dep. Cuenca,1,,U. Catolica,2,,Liga Pro
22.04.2019,Tecnico U.,0,,EL Nacional,2,,Liga Pro
21.04.2019,Macara,1,,Ind. del Valle,1,,Liga Pro
21.04.2019,Barcelona SC,3,,Delfin,1,,Liga Pro
21.04.2019,Fuerza A.,1,,Mushuc Runa,2,,Liga Pro
20.04.2019,LDU Quito,2,,Emelec,1,,Liga Pro
20.04.2019,U. Catolica,1,,Guayaquil City,0,,Liga Pro
20.04.2019,America de Quito,1,,Aucas,1,,Liga Pro
19.04.2019,Olmedo,2,,Dep. Cuenca,1,,Liga Pro
15.04.2019,Aucas,2,,Fuerza A.,1,,Liga Pro
14.04.2019,Guayaquil City,1,,Emelec,0,,Liga Pro
14.04.2019,Tecnico U.,3,,America de Quito,2,,Liga Pro
14.04.2019,EL Nacional,2,,LDU Quito,2,,Liga Pro
13.04.2019,Delfin,4,,Olmedo,0,,Liga Pro
13.04.2019,Ind. del Valle,2,,U. Catolica,1,,Liga Pro
13.04.2019,Macara,1,,Mushuc Runa,1,,Liga Pro
12.04.2019,Barcelona SC,6,,Dep. Cuenca,2,,Liga Pro
08.04.2019,Olmedo,2,,Aucas,1,,Liga Pro
07.04.2019,U. Catolica,3,,EL Nacional,1,,Liga Pro
07.04.2019,Emelec,1,,Macara,0,,Liga Pro
07.04.2019,Fuerza A.,0,,Ind. del Valle,1,,Liga Pro
06.04.2019,America de Quito,2,,Barcelona SC,2,,Liga Pro
06.04.2019,Dep. Cuenca,2,,Delfin,3,,Liga Pro
06.04.2019,Mushuc Runa,3,,Guayaquil City,2,,Liga Pro
05.04.2019,LDU Quito,0,,Tecnico U.,0,,Liga Pro
01.04.2019,Guayaquil City,1,,America de Quito,1,,Liga Pro
31.03.2019,Tecnico U.,2,,Fuerza A.,1,,Liga Pro
31.03.2019,Delfin,1,,Mushuc Runa,0,,Liga Pro
31.03.2019,EL Nacional,1,,Olmedo,1,,Liga Pro
30.03.2019,Ind. del Valle,1,,Emelec,0,,Liga Pro
30.03.2019,Barcelona SC,1,,LDU Quito,1,,Liga Pro
30.03.2019,Macara,1,,U. Catolica,0,,Liga Pro
30.03.2019,Aucas,1,,Dep. Cuenca,0,,Liga Pro
18.03.2019,Dep. Cuenca,4,,Tecnico U.,3,,Liga Pro
17.03.2019,Emelec,2,,EL Nacional,1,,Liga Pro
17.03.2019,Fuerza A.,0,,Barcelona SC,3,,Liga Pro
17.03.2019,LDU Quito,0,,Aucas,1,,Liga Pro
16.03.2019,America de Quito,0,,Macara,1,,Liga Pro
16.03.2019,U. Catolica,2,,Delfin,1,,Liga Pro
16.03.2019,Olmedo,1,,Guayaquil City,1,,Liga Pro
15.03.2019,Mushuc Runa,0,,Ind. del Valle,2,,Liga Pro
11.03.2019,EL Nacional,1,,Dep. Cuenca,1,,Liga Pro
10.03.2019,Delfin,0,,Emelec,0,,Liga Pro
10.03.2019,Barcelona SC,1,,U. Catolica,2,,Liga Pro
10.03.2019,Ind. del Valle,0,,America de Quito,0,,Liga Pro
09.03.2019,Guayaquil City,1,,Fuerza A.,1,,Liga Pro
09.03.2019,Macara,3,,LDU Quito,0,,Liga Pro
09.03.2019,Aucas,1,,Mushuc Runa,1,,Liga Pro
08.03.2019,Tecnico U.,0,,Olmedo,3,,Liga Pro
04.03.2019,U. Catolica,6,,Fuerza A.,0,,Liga Pro
03.03.2019,Olmedo,0,,Macara,2,,Liga Pro
03.03.2019,Ind. del Valle,3,,Barcelona SC,0,,Liga Pro
03.03.2019,Mushuc Runa,0,,EL Nacional,1,,Liga Pro
02.03.2019,Emelec,1,,Tecnico U.,0,,Liga Pro
02.03.2019,LDU Quito,4,,Guayaquil City,0,,Liga Pro
02.03.2019,Delfin,4,,Aucas,2,,Liga Pro
01.03.2019,Dep. Cuenca,2,,America de Quito,0,,Liga Pro
25.02.2019,Guayaquil City,0,,Ind. del Valle,1,,Liga Pro
24.02.2019,EL Nacional,0,,Delfin,1,,Liga Pro
24.02.2019,Barcelona SC,2,,Mushuc Runa,0,,Liga Pro
24.02.2019,Aucas,3,,U. Catolica,1,,Liga Pro
23.02.2019,Tecnico U.,0,,Macara,2,,Liga Pro
23.02.2019,America de Quito,0,,LDU Quito,1,,Liga Pro
23.02.2019,Fuerza A.,1,,Olmedo,4,,Liga Pro
22.02.2019,Dep. Cuenca,1,,Emelec,0,,Liga Pro
18.02.2019,Ind. del Valle,1,,Tecnico U.,0,,Liga Pro
17.02.2019,Delfin,0,,Guayaquil City,1,,Liga Pro
17.02.2019,Emelec,1,,Fuerza A.,2,,Liga Pro
17.02.2019,Mushuc Runa,1,,Dep. Cuenca,1,,Liga Pro
16.02.2019,Macara,0,,Barcelona SC,0,,Liga Pro
16.02.2019,U. Catolica,0,,LDU Quito,0,,Liga Pro
16.02.2019,Olmedo,1,,America de Quito,0,,Liga Pro
15.02.2019,EL Nacional,1,,Aucas,3,,Liga Pro
11.02.2019,America de Quito,0,,Mushuc Runa,1,,Liga Pro
10.02.2019,Tecnico U.,1,,U. Catolica,2,,Liga Pro
10.02.2019,Aucas,0,,Emelec,2,,Liga Pro
10.02.2019,Dep. Cuenca,3,,Ind. del Valle,2,,Liga Pro
09.02.2019,Barcelona SC,5,,EL Nacional,2,,Liga Pro
09.02.2019,LDU Quito,3,,Olmedo,2,,Liga Pro
09.02.2019,Fuerza A.,0,,Delfin,2,,Liga Pro
08.02.2019,Guayaquil City,1,,Macara,1,,Liga Pro
28.08.2019,Tecnico U.,1,,Emelec,0,,Copa Ecuador
21.08.2019,EL Nacional,1,,Barcelona SC,1,,Copa Ecuador
14.08.2019,Ind. Juniors,2,,Delfin,3,,Copa Ecuador
08.08.2019,LDU Quito,5,,Alianza de Guano,1,,Copa Ecuador
07.08.2019,Emelec,2,,America de Quito,2,,Copa Ecuador
31.07.2019,Tecnico U.,2,,Macara,0,,Copa Ecuador
31.07.2019,Santa Rita,2,,Barcelona SC,1,,Copa Ecuador
30.07.2019,Aucas,1,0.0,Guayaquil City,0,0.0,Copa Ecuador
24.07.2019,Dep. Cuenca,1,1.0,Ind. Juniors,2,1.0,Copa Ecuador
24.07.2019,EL Nacional,0,,Orense,0,,Copa Ecuador
23.07.2019,Mushuc Runa,1,,Delfin,0,,Copa Ecuador
17.07.2019,Macara,2,,Tecnico U.,1,,Copa Ecuador
16.07.2019,Alianza de Guano,0,,LDU Quito,0,,Copa Ecuador
10.07.2019,Barcelona SC,1,,Santa Rita,0,,Copa Ecuador
10.07.2019,America de Quito,0,,Emelec,2,,Copa Ecuador
09.07.2019,Ind. Juniors,1,,Dep. Cuenca,1,,Copa Ecuador
04.07.2019,Guayaquil City,0,,Aucas,0,,Copa Ecuador
03.07.2019,Delfin,2,,Mushuc Runa,0,,Copa Ecuador
02.07.2019,Orense,1,,EL Nacional,1,,Copa Ecuador
